,depth_fre_game_iter_20,depth_fre_game_iter_31,_runtime,resource/width_resource_usage,Win_Rate/self_play,depth_fre_game_iter_100,resource/width,entropy,resource/depth,resource/total_resource_usage,resource/depth_ratio,resource/depth_resource_usage,_step,resource/remain_resource_ratio,_timestamp,depth_fre_game_iter_10,resource/remain_resource,loss,Win_Rate/Evaluate,depth_fre_game_iter_1,depth_fre_game_iter_50,resource/width_ratio,resource/total_planning_depth
217,,1.0,9862.474148124,,,,,,,,,,534159.0,,1736285888.0998507,,,,,,,,
218,,1.0,9864.34420856,,,,,,,,,,536037.0,,1736285889.969925,,,,,,,,
219,,1.0,9867.166400166,,,,,,,,,,539085.0,,1736285892.7920966,,,,,,,,
220,,1.0,9868.459896432,,,,,,,,,,540219.0,,1736285894.0856068,,,,,,,,
221,,1.0,9869.317079942,,,,,,,,,,540824.0,,1736285894.9427795,,,,,,,,
222,,2.0,9869.376670852,,,,,,,,,,540874.0,,1736285895.0024257,,,,,,,,
223,,1.0,9870.103649969,,,,,,,,,,541494.0,,1736285895.7293763,,,,,,,,
224,,2.0,9875.341230557,,,,,,,,,,545408.0,,1736285900.9669394,,,,,,,,
225,,3.0,9875.629738189,,,,,,,,,,545641.0,,1736285901.2554934,,,,,,,,
226,,2.0,9877.657312099,,,,,,,,,,547136.0,,1736285903.2830358,,,,,,,,
227,,1.0,9879.346428097,,,,,,,,,,548445.0,,1736285904.9721336,,,,,,,,
228,,2.0,9880.747764508,,,,,,,,,,549542.0,,1736285906.373485,,,,,,,,
229,,2.0,9880.955280463,,,,,,,,,,549739.0,,1736285906.5809963,,,,,,,,
230,,1.0,9881.56371246,,,,,,,,,,550201.0,,1736285907.189457,,,,,,,,
231,,1.0,9886.272761235,,,,,,,,,,553733.0,,1736285911.898446,,,,,,,,
232,,1.0,9888.1930158,,,,,,,,,,555189.0,,1736285913.8187046,,,,,,,,
233,,2.0,9888.58233632,,,,,,,,,,555484.0,,1736285914.2080567,,,,,,,,
234,,1.0,9893.802355826,,,,,,,,,,559399.0,,1736285919.4280477,,,,,,,,
235,,2.0,9896.319335041,,,,,,,,,,561218.0,,1736285921.9450514,,,,,,,,
236,,1.0,9897.454069422,,,,,,,,,,562117.0,,1736285923.0797858,,,,,,,,
237,,2.0,9902.462428985,,,,,,,,,,565900.0,,1736285928.0881503,,,,,,,,
238,,3.0,9904.850228726,,,,,,,,,,567674.0,,1736285930.4759505,,,,,,,,
239,,1.0,9909.221096044,,,,,,,,,,571271.0,,1736285934.8468003,,,,,,,,
240,,2.0,9909.791150179,,,,,,,,,,571659.0,,1736285935.416873,,,,,,,,
241,,2.0,9915.904567575,,,,,,,,,,576117.0,,1736285941.5303211,,,,,,,,
242,,1.0,9916.723274836,,,,,,,,,,576720.0,,1736285942.3490005,,,,,,,,
243,,2.0,9920.780272184,,,,,,,,,,579449.0,,1736285946.4059875,,,,,,,,
244,,1.0,9921.540856858,,,,,,,,,,580033.0,,1736285947.1665587,,,,,,,,
245,,1.0,9939.590544225,,,,,,,,,,588835.0,,1736285965.2162466,,,,,,,,
246,,2.0,9944.528883225,,,,,,,,,,592489.0,,1736285970.1546032,,,,,,,,
247,,1.0,9947.181709648,,,,,,,,,,594317.0,,1736285972.807434,,,,,,,,
248,,2.0,9948.725396417,,,,,,,,,,595386.0,,1736285974.3511112,,,,,,,,
