,planning_depth/game_iter_1,resource/total_planning_depth,entropy,resource/width_resource_usage,Win_Rate/self_play,resource/total_resource_usage,resource/width_ratio,planning_depth/game_iter_31,resource/depth_resource_usage,resource/depth_ratio,planning_depth/game_iter_100,resource/width,planning_depth/game_iter_10,planning_depth/game_iter_20,planning_depth/game_iter_50,Win_Rate/Evaluate,resource/depth,_timestamp,_runtime,loss,_step
0,2.0,,,,,,,,,,,,,,,,,1736066265.4608507,1.511304508,,147
1,2.0,,,,,,,,,,,,,,,,,1736066267.1149504,3.165383881,,1286
2,2.0,,,,,,,,,,,,,,,,,1736066267.520728,3.5711490809999997,,1577
3,2.0,,,,,,,,,,,,,,,,,1736066268.5091062,4.559527676,,2270
4,2.0,,,,,,,,,,,,,,,,,1736066268.738354,4.788784815,,2433
5,2.0,,,,,,,,,,,,,,,,,1736066268.7536101,4.804044447,,2444
6,2.0,,,,,,,,,,,,,,,,,1736066270.913413,6.963851967,,3915
7,2.0,,,,,,,,,,,,,,,,,1736066274.6076937,10.658116098,,6288
8,2.0,,,,,,,,,,,,,,,,,1736066275.398601,11.449021676,,6841
9,2.0,,,,,,,,,,,,,,,,,1736066275.405152,11.455590206,,6845
10,2.0,,,,,,,,,,,,,,,,,1736066276.1396606,12.190076571,,7284
11,2.0,,,,,,,,,,,,,,,,,1736066280.4752572,16.525695203,,10173
12,2.0,,,,,,,,,,,,,,,,,1736066281.1221635,17.172600981,,10616
13,2.0,,,,,,,,,,,,,,,,,1736066281.1324186,17.182857475,,10624
14,2.0,,,,,,,,,,,,,,,,,1736066281.1410987,17.191538146,,10629
15,2.0,,,,,,,,,,,,,,,,,1736066281.5541801,17.604616235,,10922
16,2.0,,,,,,,,,,,,,,,,,1736066282.0639973,18.114438369,,11281
17,2.0,,,,,,,,,,,,,,,,,1736066282.1244595,18.17489069,,11324
18,2.0,,,,,,,,,,,,,,,,,1736066282.923673,18.974109426,,11812
19,2.0,,,,,,,,,,,,,,,,,1736066285.8248222,21.875260882,,13732
20,2.0,,,,,,,,,,,,,,,,,1736066287.0883174,23.138754106,,14525
21,2.0,,,,,,,,,,,,,,,,,1736066292.0121043,28.062540325,,17793
22,2.0,,,,,,,,,,,,,,,,,1736066294.5244136,30.685384947,,19441
23,2.0,,,,,,,,,,,,,,,,,1736066295.6079078,31.658347617,,20187
24,2.0,,,,,,,,,,,,,,,,,1736066297.9511945,34.001625612,,21747
25,2.0,,,,,,,,,,,,,,,,,1736066300.2590675,36.309509234,,23273
26,2.0,,,,,,,,,,,,,,,,,1736066300.4547684,36.50520154,,23405
27,2.0,,,,,,,,,,,,,,,,,1736066301.4489272,37.49937006,,24033
28,2.0,,,,,,,,,,,,,,,,,1736066301.516967,37.567403608,,24080
29,2.0,,,,,,,,,,,,,,,,,1736066302.771962,38.822415385,,24949
30,,10.0,,6210.0,,6480.0,0.9583333333333334,,270.0,0.041666666666666664,,621.0,,,,,27.0,1736066306.2107186,42.261223474,,25852
31,,,,,,9180.0,,,,,,,,,,,,1736066331.0677645,67.118213056,,28639
32,,10.0,,4779.0,,5049.0,0.946524064171123,,270.0,0.053475935828877004,,432.0,,,,,27.0,1736066348.6585143,84.709023327,,30600
33,,10.0,,4266.0,,4536.0,0.9404761904761905,,270.0,0.05952380952380952,,405.0,,,,,27.0,1736066361.880949,97.931462337,,32173
34,,10.0,,9477.0,,9747.0,0.9722991689750693,,270.0,0.027700831024930747,,945.0,,,,,27.0,1736066364.6824028,100.732892364,,32493
35,,,,,,9747.0,,,,,,,,,,,,1736066374.8264954,110.876931921,,33714
36,,,,,,6021.0,,,,,,,,,,,,1736066375.6466625,111.697117331,,33800
37,,,,,,5184.0,,,,,,,,,,,,1736066389.4655943,125.516027954,,35430
38,,,,,,7830.0,,,,,,,,,,,,1736066404.7997377,140.850185306,,37245
39,,,,,,6210.0,,,,,,,,,,,,1736066424.4919562,160.542397168,,39583
40,,,,,,8370.0,,,,,,,,,,,,1736066427.3507154,163.401130093,,39929
41,,10.0,,5940.0,,6210.0,0.9565217391304348,,270.0,0.043478260869565216,,594.0,,,,,27.0,1736066427.82614,163.876625598,,39985
42,,,,,,7560.0,,,,,,,,,,,,1736066438.910699,174.961119872,,41300
43,,10.0,,4347.0,,4617.0,0.9415204678362573,,270.0,0.05847953216374269,,405.0,,,,,27.0,1736066448.4416687,184.492183561,,42429
44,,,,,,8100.0,,,,,,,,,,,,1736066462.999751,199.050200652,,44152
45,,10.0,,8100.0,,8370.0,0.967741935483871,,270.0,0.03225806451612903,,783.0,,,,,27.0,1736066465.7162378,201.76673382,,44459
46,,,,,,8667.0,,,,,,,,,,,,1736066478.88074,214.931187778,,46013
47,,10.0,,7587.0,,7857.0,0.9656357388316151,,270.0,0.03436426116838488,,756.0,,,,,27.0,1736066498.9132845,234.963801013,,48372
48,,,,,,6750.0,,,,,,,,,,,,1736066500.4826486,236.533070459,,48561
49,,,,,,5157.0,,,,,,,,,,,,1736066501.759203,237.8096304,,48715
50,,,,,,7317.0,,,,,,,,,,,,1736066505.671129,241.721557698,,49172
51,,10.0,,7263.0,,7533.0,0.96415770609319,,270.0,0.035842293906810034,,729.0,,,,,27.0,1736066509.7286692,245.779169736,,49661
52,,,,,,4428.0,,,,,,,,,,,,1736066509.893533,245.943975529,,49682
53,,10.0,,4833.0,,5103.0,0.9470899470899471,,270.0,0.05291005291005291,,486.0,,,,,27.0,1736066510.187398,246.237906074,,49717
54,,10.0,,4779.0,,5049.0,0.946524064171123,,270.0,0.053475935828877004,,486.0,,,,,27.0,1736066513.9490016,249.999500687,,50159
55,,,,,,4239.0,,,,,,,,,,,,1736066515.7301657,251.780626901,,50374
56,,10.0,,5940.0,,6210.0,0.9565217391304348,,270.0,0.043478260869565216,,594.0,,,,,27.0,1736066517.521824,253.572309702,,50589
57,,,,,,6804.0,,,,,,,,,,,,1736066520.395722,256.446158323,,50938
58,,10.0,,6966.0,,7236.0,0.9626865671641791,,270.0,0.03731343283582089,,675.0,,,,,27.0,1736066520.6162248,256.666716428,,50963
59,,10.0,,7290.0,,7560.0,0.9642857142857143,,270.0,0.03571428571428571,,729.0,,,,,27.0,1736066527.6162353,263.666742831,,51797
60,,10.0,,7560.0,,7830.0,0.9655172413793104,,270.0,0.034482758620689655,,756.0,,,,,27.0,1736066529.3856127,265.4361165,,52011
61,,10.0,,5994.0,,6264.0,0.9568965517241379,,270.0,0.04310344827586207,,594.0,,,,,27.0,1736066552.822578,288.873105409,,54764
62,,10.0,,8613.0,,8883.0,0.9696048632218845,,270.0,0.030395136778115502,,837.0,,,,,27.0,1736066554.6281807,290.678698644,,54966
63,,10.0,,5265.0,,5535.0,0.9512195121951219,,270.0,0.04878048780487805,,540.0,,,,,27.0,1736066561.4468892,297.497376068,,55774
64,,10.0,,6426.0,,6696.0,0.9596774193548387,,270.0,0.04032258064516129,,648.0,,,,,27.0,1736066577.8532805,313.903794894,,57670
65,,10.0,,8397.0,,8667.0,0.9688473520249221,,270.0,0.03115264797507788,,837.0,,,,,27.0,1736066581.5921586,317.642703609,,58106
66,,,,,,4239.0,,,,,,,,,,,,1736066596.506847,332.557274603,,59826
67,,,,,,7020.0,,,,,,,,,,,,1736066603.9999526,340.050396044,,60704
68,,,,,,9747.0,,,,,,,,,,,,1736066606.4254484,342.4758848,,60990
69,,10.0,,9477.0,,9747.0,0.9722991689750693,,270.0,0.027700831024930747,,945.0,,,,,27.0,1736066606.7696877,342.820215765,,61031
70,,,,,,8640.0,,,,,,,,,,,,1736066610.655574,346.705993069,,61472
71,,10.0,,7533.0,,7803.0,0.9653979238754326,,270.0,0.03460207612456748,,756.0,,,,,27.0,1736066617.7673004,353.817789222,,62281
72,,,,,,,,,,,,,2.0,,,,,1736066622.49953,358.549950757,,63235
73,,,,,,,,,,,,,2.0,,,,,1736066623.6999168,359.750340427,,64040
74,,,,,,9477.0,,,,,,,,,,,,1736066629.1792378,365.229664727,,67621
75,,,,,,,,,,,,,2.0,,,,,1736066629.2369514,365.287384333,,67659
76,,,,,,,,,,,,,2.0,,,,,1736066629.6472123,365.697650737,,67927
77,,,,,,,,,,,,,1.0,,,,,1736066630.5171866,366.567610521,,68522
78,,,,,,,,,,,,,2.0,,,,,1736066630.6568563,366.707300817,,68613
79,,,,,,,,,,,,,2.0,,,,,1736066630.791073,366.84151331,,68708
80,,,,,,,,,,,,,3.0,,,,,1736066632.0352423,368.085686316,,69526
81,,,,,,,,,,,,,2.0,,,,,1736066633.4313633,369.481798034,,70483
82,,,,,,,,,,,,,3.0,,,,,1736066637.5782504,373.628695064,,73306
83,,,,,,,,,,,,,2.0,,,,,1736066637.88503,373.93544913,,73437
84,,,,,,,,,,,,,2.0,,,,,1736066638.425447,374.475871444,,73796
85,,,,,,9747.0,,,,,,,,,,,,1736066641.9716983,378.022120629,,76189
86,,,,,,,,,,,,,2.0,,,,,1736066645.8861256,381.93655716,,78812
87,,,,,,,,,,,,,2.0,,,,,1736066647.523776,383.574212778,,79913
88,,,,,,,,,,,,,2.0,,,,,1736066649.234835,385.285260549,,81083
89,,,,,,6210.0,,,,,,,,,,,,1736066649.4707396,385.521142932,,81241
90,,,,,,6993.0,,,,,,,,,,,,1736066658.0135176,394.063970748,,84945
91,,10.0,,7830.0,,8100.0,0.9666666666666667,,270.0,0.03333333333333333,,783.0,,,,,27.0,1736066659.8671443,395.917690829,,85144
92,,10.0,,5913.0,,6183.0,0.9563318777292577,,270.0,0.043668122270742356,,594.0,,,,,27.0,1736066680.5664792,416.616965589,,87537
93,,,,,,8937.0,,,,,,,,,,,,1736066691.2140307,427.264460468,,88766
94,,10.0,,5292.0,,5562.0,0.9514563106796117,,270.0,0.04854368932038835,,486.0,,,,,27.0,1736066733.2825353,469.333030313,,93582
95,,,,,,5859.0,,,,,,,,,,,,1736066764.557257,500.607717228,,97192
96,,,,,,5643.0,,,,,,,,,,,,1736066764.993133,501.043562183,,97242
97,,,,,,5049.0,,,,,,,,,,,,1736066765.3902996,501.440753284,,97288
98,,10.0,,9477.0,,9747.0,0.9722991689750693,,270.0,0.027700831024930747,,945.0,,,,,27.0,1736066769.6494539,505.700122399,,97771
99,,10.0,,6210.0,,6480.0,0.9583333333333334,,270.0,0.041666666666666664,,594.0,,,,,27.0,1736066784.5007944,520.551320329,,99494
100,,,,,,5670.0,,,,,,,,,,,,1736066787.255338,523.305758615,,99803
101,,10.0,,8073.0,,8343.0,0.9676375404530745,,270.0,0.032362459546925564,,783.0,,,,,27.0,1736066796.430129,532.48065407,,100874
102,,,,,,8640.0,,,,,,,,,,,,1736066799.7253435,535.77576496,,101249
103,,,,,,7317.0,,,,,,,,,,,,1736066807.1679332,543.218351923,,102121
104,,10.0,,8370.0,,8640.0,0.96875,,270.0,0.03125,,810.0,,,,,27.0,1736066822.0504563,558.100960949,,103840
105,,10.0,,8370.0,,8640.0,0.96875,,270.0,0.03125,,837.0,,,,,27.0,1736066831.3969884,567.447503775,,104925
106,,,,,,8856.0,,,,,,,,,,,,1736066840.021454,576.071872787,,105930
107,,,,,,7317.0,,,,,,,,,,,,1736066856.4404092,592.490851632,,107792
108,,10.0,,9207.0,,9477.0,0.9715099715099715,,270.0,0.02849002849002849,,918.0,,,,,27.0,1736066864.0126517,600.063226871,,108660
109,,,,,,7587.0,,,,,,,,,,,,1736066895.121601,631.172042305,,112221
110,,,,,,3645.0,,,,,,,,,,,,1736066920.9363973,656.986833382,,115194
111,,10.0,,7236.0,,7506.0,0.9640287769784173,,270.0,0.03597122302158273,,702.0,,,,,27.0,1736066941.088068,677.138562291,,117507
112,,,,,,9207.0,,,,,,,,,,,,1736066960.7202241,696.770736058,,119783
113,,10.0,,5238.0,,5508.0,0.9509803921568627,,270.0,0.049019607843137254,,486.0,,,,,27.0,1736066961.4362862,697.486824837,,119866
114,,,,,,9180.0,,,,,,,,,,,,1736066967.3027139,703.353134366,,120551
115,,,,,,8343.0,,,,,,,,,,,,1736066977.01618,713.066617475,,121657
116,,,,,,5373.0,,,,,,,,,,,,1736066992.344118,728.394576633,,123410
117,,,,,,2457.0,,,,,,,,,,,,1736066995.702843,731.753261191,,123790
118,,,,,,5184.0,,,,,,,,,,,,1736067009.003429,745.053859474,,125298
119,,,,,,,,,,,,,,1.0,,,,1736067023.138483,759.188913317,,127488
120,,,,,,,,,,,,,,2.0,,,,1736067024.428001,760.47843337,,128343
121,,,,,,,,,,,,,,2.0,,,,1736067026.9463766,762.996793768,,129999
122,,,,,,,,,,,,,,2.0,,,,1736067027.5153573,763.565792805,,130385
123,,,,,,,,,,,,,,2.0,,,,1736067028.7563696,764.806809938,,131210
124,,,,,,,,,,,,,,2.0,,,,1736067029.0693862,765.119948303,,131419
125,,,,,,,,,,,,,,3.0,,,,1736067029.637729,765.82704017,,131791
126,,,,,,,,,,,,,,2.0,,,,1736067031.348822,767.399260261,,132919
127,,,,,,,,,,,,,,2.0,,,,1736067031.4873412,767.537775035,,133011
128,,,,,,,,,,,,,,3.0,,,,1736067032.605545,768.655989807,,133746
129,,,,,,5643.0,,,,,,,,,,,,1736067034.7526734,770.803087164,,135107
130,,,,,,,,,,,,,,2.0,,,,1736067035.2864025,771.336842115,,135452
131,,,,,,6993.0,,,,,,,,,,,,1736067036.1063986,772.156814567,,136007
132,,,,,,,,,,,,,,2.0,,,,1736067036.2038336,772.254268814,,136070
133,,,,,,,,,,,,,,2.0,,,,1736067040.0987914,776.149233957,,138632
134,,,,,,,,,,,,,,2.0,,,,1736067041.5782053,777.628631099,,139615
135,,,,,,,,,,,,,,2.0,,,,1736067044.3752685,780.425701644,,141463
136,,,,,,,,,,,,,,2.0,,,,1736067044.6928334,780.840141835,,141676
137,,10.0,,8613.0,,8883.0,0.9696048632218845,,270.0,0.030395136778115502,,864.0,,,,,27.0,1736067048.223284,784.273739406,,143938
138,,,,,,,,,,,,,,3.0,,,,1736067049.336205,785.386656467,,144667
139,,,,,,,,,,,,,,3.0,,,,1736067052.1646605,788.215098163,,146525
140,,,,,,8910.0,,,,,,,,,,,,1736067057.4056056,793.456050133,,148511
141,,,,,,9180.0,,,,,,,,,,,,1736067064.2291744,800.279601192,,149294
142,,,,,,8856.0,,,,,,,,,,,,1736067066.3648784,802.415327384,,149528
143,,10.0,,4320.0,,4590.0,0.9411764705882353,,270.0,0.058823529411764705,,432.0,,,,,27.0,1736067079.1271708,815.177715103,,151003
144,,,,,,3267.0,,,,,,,,,,,,1736067097.6192238,833.669677951,,153118
145,,10.0,,9477.0,,9747.0,0.9722991689750693,,270.0,0.027700831024930747,,945.0,,,,,27.0,1736067111.4467905,847.497276135,,154674
146,,10.0,,5913.0,,6183.0,0.9563318777292577,,270.0,0.043668122270742356,,567.0,,,,,27.0,1736067120.5537343,856.604239231,,155710
147,,,,,,6426.0,,,,,,,,,,,,1736067137.918004,873.968435165,,157677
148,,,,,,6075.0,,,,,,,,,,,,1736067157.9521945,894.002638136,,159956
149,,,,,,7263.0,,,,,,,,,,,,1736067159.0370367,895.087477249,,160082
150,,,,,,8046.0,,,,,,,,,,,,1736067164.221541,900.271963139,,160674
151,,,,,,8613.0,,,,,,,,,,,,1736067169.439978,905.490434897,,161254
152,,,,,,8640.0,,,,,,,,,,,,1736067172.952161,909.002575357,,161654
153,,10.0,,6129.0,,6399.0,0.9578059071729957,,270.0,0.04219409282700422,,567.0,,,,,27.0,1736067188.6539886,924.704503809,,163368
154,,,,,,8316.0,,,,,,,,,,,,1736067211.8858554,947.936300416,,165939
155,,10.0,,5616.0,,5886.0,0.9541284403669725,,270.0,0.045871559633027525,,567.0,,,,,27.0,1736067236.8834732,972.933990363,,168719
156,,,,,,4239.0,,,,,,,,,,,,1736067262.6072843,998.65771179,,171614
157,,10.0,,9180.0,,9450.0,0.9714285714285714,,270.0,0.02857142857142857,,891.0,,,,,27.0,1736067274.0227344,1010.073223055,,172868
158,,,,,,1755.0,,,,,,,,,,,,1736067274.6964166,1010.746879316,,172945
159,,,,,,7236.0,,,,,,,,,,,,1736067279.2116187,1015.262057506,,173443
160,,10.0,,6993.0,,7263.0,0.9628252788104089,,270.0,0.03717472118959108,,702.0,,,,,27.0,1736067302.7718663,1038.822339054,,176058
161,,,,,,6669.0,,,,,,,,,,,,1736067303.837131,1039.887564404,,176181
162,,10.0,,6750.0,,7020.0,0.9615384615384616,,270.0,0.038461538461538464,,675.0,,,,,27.0,1736067308.4383318,1044.488803535,,176693
163,,10.0,,9477.0,,9747.0,0.9722991689750693,,270.0,0.027700831024930747,,945.0,,,,,27.0,1736067318.0179245,1054.068406538,,177771
164,,,,,,9747.0,,,,,,,,,,,,1736067323.9844546,1060.034889962,,178438
165,,10.0,,6480.0,,6750.0,0.96,,270.0,0.04,,648.0,,,,,27.0,1736067333.3885787,1069.439076351,,179507
166,,,,,,8883.0,,,,,,,,,,,,1736067337.444386,1073.49488943,,179924
167,,,,,,6723.0,,,,,,,,,,,,1736067344.0809546,1080.131414595,,180642
168,,10.0,,8073.0,,8343.0,0.9676375404530745,,270.0,0.032362459546925564,,810.0,,,,,27.0,1736067353.2836244,1089.334150955,,181590
169,,,,,,9477.0,,,,,,,,,,,,1736067363.3241396,1099.374585195,,182731
170,,10.0,,8316.0,,8586.0,0.9685534591194969,,270.0,0.031446540880503145,,837.0,,,,,27.0,1736067367.2744334,1103.324951327,,183168
171,,10.0,,5211.0,,5481.0,0.9507389162561576,,270.0,0.04926108374384237,,513.0,,,,,27.0,1736067372.8706396,1108.921192639,,183800
172,,10.0,,7452.0,,7722.0,0.965034965034965,,270.0,0.03496503496503497,,729.0,,,,,27.0,1736067381.88738,1117.937905096,,184790
173,,10.0,,8640.0,,8910.0,0.9696969696969697,,270.0,0.030303030303030304,,837.0,,,,,27.0,1736067387.4877915,1123.538390227,,185402
174,,10.0,,9180.0,,9450.0,0.9714285714285714,,270.0,0.02857142857142857,,918.0,,,,,27.0,1736067396.2084596,1132.258959683,,186351
175,,10.0,,6399.0,,6669.0,0.9595141700404858,,270.0,0.04048582995951417,,621.0,,,,,27.0,1736067422.090202,1158.140769259,,189143
176,,10.0,,7803.0,,8073.0,0.9665551839464883,,270.0,0.033444816053511704,,756.0,,,,,27.0,1736067432.4354517,1168.485978417,,190253
177,,,,,,3483.0,,,,,,,,,,,,1736067445.8616872,1181.912136576,,191693
178,,,,,,8802.0,,,,,,,,,,,,1736067454.7888618,1190.839300524,,192659
179,,,,,,,,2.0,,,,,,,,,,1736067479.4366965,1215.487139471,,196619
180,,,,,,,,1.0,,,,,,,,,,1736067479.830095,1215.887119826,,196877
181,,,,,,,,2.0,,,,,,,,,,1736067479.8380027,1215.88844822,,196882
182,,,,,,7668.0,,,,,,,,,,,,1736067482.6563478,1218.706770759,,198616
183,,,,,,,,2.0,,,,,,,,,,1736067489.4473145,1225.497764786,,202778
184,,,,,,,,2.0,,,,,,,,,,1736067491.0944057,1227.144847035,,203816
185,,,,,,,,3.0,,,,,,,,,,1736067491.3513002,1227.401750859,,203977
186,,,,,,,,2.0,,,,,,,,,,1736067496.8622847,1232.912729484,,207332
187,,,,,,,,2.0,,,,,,,,,,1736067500.2641287,1236.314570423,,209437
188,,10.0,,8586.0,,8856.0,0.9695121951219512,,270.0,0.03048780487804878,,837.0,,,,,27.0,1736067502.7042575,1238.75474604,,210939
189,,,,,,,,2.0,,,,,,,,,,1736067505.0825303,1241.132976718,,212442
190,,10.0,,5049.0,,5319.0,0.949238578680203,,270.0,0.050761421319796954,,486.0,,,,,27.0,1736067505.9423466,1241.992800665,,212979
191,,,,,,,,2.0,,,,,,,,,,1736067506.7952807,1242.845723123,,213504
192,,,,,,,,3.0,,,,,,,,,,1736067508.301118,1244.351551853,,214367
193,,,,,,7209.0,,,,,,,,,,,,1736067512.0829334,1248.133381665,,214832
194,,10.0,,5076.0,,5346.0,0.9494949494949495,,270.0,0.050505050505050504,,513.0,,,,,27.0,1736067515.4392245,1251.48976332,,215189
195,,,,,,8586.0,,,,,,,,,,,,1736067547.5422041,1283.592664475,,218675
196,,10.0,,3645.0,,3915.0,0.9310344827586207,,270.0,0.06896551724137931,,351.0,,,,,27.0,1736067560.3383968,1296.388937582,,220040
197,,10.0,,6912.0,,7182.0,0.9624060150375939,,270.0,0.03759398496240601,,675.0,,,,,27.0,1736067567.1643076,1303.214833438,,220781
198,,10.0,,6912.0,,7182.0,0.9624060150375939,,270.0,0.03759398496240601,,675.0,,,,,27.0,1736067608.8163598,1344.866878435,,225214
199,,,,,,9423.0,,,,,,,,,,,,1736067610.0255806,1346.076028603,,225345
200,,10.0,,8883.0,,9153.0,0.9705014749262537,,270.0,0.029498525073746312,,864.0,,,,,27.0,1736067611.5563722,1347.606897312,,225510
201,,,,,,6966.0,,,,,,,,,,,,1736067621.0571663,1357.107615355,,226523
202,,10.0,,9477.0,,9747.0,0.9722991689750693,,270.0,0.027700831024930747,,945.0,,,,,27.0,1736067637.3668706,1373.417392412,,228262
203,,,,,,7479.0,,,,,,,,,,,,1736067649.712563,1385.763024878,,229559
204,,,,,,4104.0,,,,,,,,,,,,1736067652.225101,1388.275566208,,229828
205,,,,,,6075.0,,,,,,,,,,,,1736067654.097679,1390.148132554,,230018
206,,10.0,,9153.0,,9423.0,0.9713467048710601,,270.0,0.02865329512893983,,891.0,,,,,27.0,1736067657.3467348,1393.397274823,,230367
207,,,,,,6885.0,,,,,,,,,,,,1736067662.175082,1398.225545183,,230880
208,,10.0,,7776.0,,8046.0,0.9664429530201343,,270.0,0.03355704697986577,,783.0,,,,,27.0,1736067669.600506,1405.651040746,,231659
209,,,,,,6075.0,,,,,,,,,,,,1736067677.7285094,1413.7789738,,232532
210,,,,,,5886.0,,,,,,,,,,,,1736067694.9904764,1431.040924607,,234336
211,,10.0,,7992.0,,8262.0,0.9673202614379085,,270.0,0.032679738562091505,,783.0,,,,,27.0,1736067695.9719937,1432.022516975,,234439
212,,,,,,5805.0,,,,,,,,,,,,1736067697.299989,1433.350432354,,234581
213,,,,,,8802.0,,,,,,,,,,,,1736067705.3883684,1441.438821643,,235425
214,,10.0,,6912.0,,7182.0,0.9624060150375939,,270.0,0.03759398496240601,,675.0,,,,,27.0,1736067710.518317,1446.568838434,,235970
215,,10.0,,2322.0,,2592.0,0.8958333333333334,,270.0,0.10416666666666667,,216.0,,,,,27.0,1736067749.038375,1485.088933856,,240047
216,,,,,,9423.0,,,,,,,,,,,,1736067750.0829136,1486.133370135,,240160
217,,,,,,3078.0,,,,,,,,,,,,1736067755.4525337,1491.502978698,,240720
218,,10.0,,8586.0,,8856.0,0.9695121951219512,,270.0,0.03048780487804878,,837.0,,,,,27.0,1736067787.4059844,1523.456491826,,244076
219,,10.0,,7722.0,,7992.0,0.9662162162162162,,270.0,0.033783783783783786,,756.0,,,,,27.0,1736067789.0756843,1525.126192989,,244258
220,,10.0,,8316.0,,8586.0,0.9685534591194969,,270.0,0.031446540880503145,,810.0,,,,,27.0,1736067792.4477916,1528.498304106,,244616
221,,,,,,2835.0,,,,,,,,,,,,1736067811.1638906,1547.214337708,,246585
222,,,,,,6345.0,,,,,,,,,,,,1736067816.8104534,1552.860886172,,247189
223,,,,,,5373.0,,,,,,,,,,,,1736067819.3741562,1555.424587712,,247455
224,,10.0,,8073.0,,8343.0,0.9676375404530745,,270.0,0.032362459546925564,,810.0,,,,,27.0,1736067825.6246877,1561.67519665,,248120
225,,10.0,,7776.0,,8046.0,0.9664429530201343,,270.0,0.03355704697986577,,756.0,,,,,27.0,1736067828.2067971,1564.257329289,,248386
226,,10.0,,9450.0,,9720.0,0.9722222222222222,,270.0,0.027777777777777776,,945.0,,,,,27.0,1736067830.554542,1566.605083838,,248643
227,,10.0,,8613.0,,8883.0,0.9696048632218845,,270.0,0.030395136778115502,,837.0,,,,,27.0,1736067831.4323761,1567.48290166,,248739
228,,10.0,,4050.0,,4320.0,0.9375,,270.0,0.0625,,378.0,,,,,27.0,1736067890.8013604,1626.851887855,,255010
229,,10.0,,4266.0,,4536.0,0.9404761904761905,,270.0,0.05952380952380952,,432.0,,,,,27.0,1736067891.218979,1627.269477646,,255054
230,,,,,,5157.0,,,,,,,,,,,,1736067918.3790014,1654.429429813,,257927
231,,,,,,7452.0,,,,,,,,,,,,1736067925.1420228,1661.192484994,,258640
232,,10.0,,8586.0,,8856.0,0.9695121951219512,,270.0,0.03048780487804878,,837.0,,,,,27.0,1736067934.926316,1670.97685536,,259667
233,,10.0,,7560.0,,7830.0,0.9655172413793104,,270.0,0.034482758620689655,,756.0,,,,,27.0,1736067936.2199001,1672.270412073,,259807
234,,,,,,8910.0,,,,,,,,,,,,1736067999.0310144,1735.081454027,,266387
235,,10.0,,7371.0,,7641.0,0.9646643109540636,,270.0,0.0353356890459364,,756.0,,,,,27.0,1736068000.2314496,1736.281967579,,266512
236,,,,,,7155.0,,,,,,,,,,,,1736068000.6809604,1736.731414515,,266561
237,,10.0,,4590.0,,4860.0,0.9444444444444444,,270.0,0.05555555555555555,,432.0,,,,,27.0,1736068008.463406,1744.513923355,,267397
238,,10.0,,7452.0,,7722.0,0.965034965034965,,270.0,0.03496503496503497,,756.0,,,,,27.0,1736068009.5128706,1745.56338762,,267505
239,,10.0,,4644.0,,4914.0,0.945054945054945,,270.0,0.054945054945054944,,459.0,,,,,27.0,1736068011.0860732,1747.136582052,,267671
240,,,,,,6588.0,,,,,,,,,,,,1736068016.898099,1752.948550005,,268272
241,,,,,,3267.0,,,,,,,,,,,,1736068017.7906961,1753.84116228,,268366
242,,10.0,,6345.0,,6615.0,0.9591836734693877,,270.0,0.04081632653061224,,621.0,,,,,27.0,1736068024.6914024,1760.742819654,,269095
243,,10.0,,3834.0,,4104.0,0.9342105263157895,,270.0,0.06578947368421052,,324.0,,,,,27.0,1736068029.0135136,1765.06402663,,269557
244,,,,,,8046.0,,,,,,,,,,,,1736068061.7967908,1797.847245613,,272963
245,,,,,,2484.0,,,,,,,,,,,,1736068071.0101037,1807.060546709,,273927
246,,10.0,,9396.0,,9666.0,0.9720670391061452,,270.0,0.027932960893854747,,918.0,,,,,27.0,1736068079.2225943,1815.273136295,,274798
247,,10.0,,8046.0,,8316.0,0.9675324675324676,,270.0,0.032467532467532464,,783.0,,,,,27.0,1736068080.6932569,1816.74376206,,274952
248,,10.0,,8883.0,,9153.0,0.9705014749262537,,270.0,0.029498525073746312,,864.0,,,,,27.0,1736068081.938473,1817.989022551,,275070
249,,10.0,,1647.0,,1917.0,0.8591549295774648,,270.0,0.14084507042253522,,162.0,,,,,27.0,1736068084.1567829,1820.207293377,,275304
250,,10.0,,7668.0,,7938.0,0.9659863945578231,,270.0,0.034013605442176874,,756.0,,,,,27.0,1736068086.0063362,1822.056858399,,275498
251,,,,,,4266.0,,,,,,,,,,,,1736068090.5441625,1826.594617459,,275981
252,,10.0,,2646.0,,2916.0,0.9074074074074074,,270.0,0.09259259259259259,,270.0,,,,,27.0,1736068091.0883207,1827.138839503,,276036
253,,,,,,4671.0,,,,,,,,,,,,1736068104.2359543,1840.286412872,,277396
254,,10.0,,5292.0,,5562.0,0.9514563106796117,,270.0,0.04854368932038835,,540.0,,,,,27.0,1736068125.7040308,1861.754541774,,279629
