,resource/depth_ratio,resource/depth,resource/width_ratio,Win_Rate/Evaluate,_step,loss,resource/width,planning_depth/game_iter_1,planning_depth/game_iter_100,planning_depth/game_iter_50,resource/depth_resource_usage,resource/total_planning_depth,resource/total_resource_usage,planning_depth/game_iter_20,_runtime,planning_depth/game_iter_10,resource/width_resource_usage,entropy,_timestamp,Win_Rate/self_play,planning_depth/game_iter_31
274,,,,,440863,,,,,,,,39906.0,,6669.445180912,,,,1736079216.7329853,,
275,0.03955696202531646,27.0,0.9604430379746836,,445315,,648.0,,,,1350.0,50.0,34128.0,,6901.522054654,,32778.0,,1736079448.8097572,,
276,,,,,448593,,,,,,,,44091.0,,7072.599615881,,,,1736079619.8874266,,
277,0.030656039239730228,27.0,0.9693439607602697,,448622,,837.0,,,,1350.0,50.0,44037.0,,7074.084136663,,42687.0,,1736079621.3718398,,
278,,,,,450966,,,,,,,,32886.0,,7195.7765086,,,,1736079743.0643077,,
279,0.028785261945883708,27.0,0.9712147380541163,,454386,,891.0,,,,1350.0,50.0,46899.0,,7372.982819185,,45549.0,,1736079920.270522,,
280,0.02965599051008304,27.0,0.970344009489917,,454876,,864.0,,,,1350.0,50.0,45522.0,,7398.128967036,,44172.0,,1736079945.4166763,,
281,,,,,456971,,,,,,,,37206.0,,7506.482448616,,,,1736080053.7702549,,
282,0.03382949932341001,27.0,0.9661705006765899,,460731,,756.0,,,,1350.0,50.0,39906.0,,7700.771648261,,38556.0,,1736080248.0593636,,
283,,,,,461215,,,,,,,,35640.0,,7726.367326841,,,,1736080273.6551247,,
284,,,,,461295,,,,,,,,41283.0,,7730.559439853,,,,1736080277.847234,,
285,0.03518648838845883,27.0,0.9648135116115412,,463612,,729.0,,,,1350.0,50.0,38367.0,,7851.847965166,,37017.0,,1736080399.1356795,,
286,,,,,470037,,,,,,,,45495.0,,8188.425806628,,,,1736080735.7135818,,
287,,,,,471047,,,,,,,,35667.0,,8240.534272466,,,,1736080787.8220632,,
288,,,,,472261,,,,,,,,48276.0,,8304.312153421,,,,1736080851.5999453,,
289,,,,,472778,,,,,,,,39906.0,,8331.201388029,,,,1736080878.4891722,,
290,,,,,474490,,,,,,,,27783.0,,8420.922911093,,,,1736080968.2106855,,
291,0.03731343283582089,27.0,0.9626865671641791,,474859,,702.0,,,,1350.0,50.0,36180.0,,8440.133692888,,34830.0,,1736080987.4214175,,
292,,,,,476167,,,,,,,,23193.0,,8508.598702873,,,,1736081055.8864758,,
293,,,,,477975,,,,,,,,45441.0,,8602.596221292,,,,1736081149.8840036,,
294,,,,,480548,,,,,,,,39771.0,,8737.067821191,,,,1736081284.3556077,,
295,,,,,481418,,,,,,,,32724.0,,8782.364763311,,,,1736081329.6525717,,
296,0.02796420581655481,27.0,0.9720357941834452,,481563,,918.0,,,,1350.0,50.0,48276.0,,8789.950865872,,46926.0,,1736081337.2385178,,
297,,,,,483058,,,,,,,,35586.0,,8868.26262709,,,,1736081415.5504098,,
298,,,,,486053,,,,,,,,38502.0,,9023.653468106,,,,1736081570.9412081,,
299,0.03164556962025317,27.0,0.9683544303797469,,488741,,837.0,,,,1350.0,50.0,42660.0,,9164.83505546,,41310.0,,1736081712.1227472,,
300,0.03280839895013123,27.0,0.9671916010498688,,488885,,783.0,,,,1350.0,50.0,41148.0,,9172.33184421,,39798.0,,1736081719.619533,,
301,0.028785261945883708,27.0,0.9712147380541163,,489071,,891.0,,,,1350.0,50.0,46899.0,,9181.930470246,,45549.0,,1736081729.218108,,
302,,,,,489290,,,,,,,,25299.0,,9193.324661324,,,,1736081740.6124218,,
303,0.031685678073510776,27.0,0.9683143219264893,,493074,,810.0,,,,1350.0,50.0,42606.0,,9393.616025923,,41256.0,,1736081940.9037204,,
304,,,,,502284,,,,,2.0,,,,,9680.276718657,,,,1736082227.5645473,,
305,,,,,502884,,,,,5.0,,,,,9681.525129584,,,,1736082228.8129485,,
306,,,,,503413,,,,,,,,38394.0,,9682.705417673,,,,1736082229.9932544,,
307,,,,,508015,,,,,3.0,,,,,9692.164298852,,,,1736082239.452123,,
308,,,,,509775,,,,,2.0,,,,,9695.698192705,,,,1736082242.9860065,,
309,,,,,514102,,,,,3.0,,,,,9704.585858154,,,,1736082251.8734853,,
310,,,,,514220,,,,,3.0,,,,,9704.833610365,,,,1736082252.121421,,
311,,,,,518711,,,,,2.0,,,,,9713.800629775,,,,1736082261.088441,,
312,,,,,520307,,,,,2.0,,,,,9716.992036787,,,,1736082264.2798498,,
313,,,,,520802,,,,,2.0,,,,,9717.925804324,,,,1736082265.2136185,,
314,,,,,521194,,,,,3.0,,,,,9718.711830018,,,,1736082265.9996388,,
315,,,,,522204,,,,,3.0,,,,,9720.840802339,,,,1736082268.1286273,,
316,,,,,525418,,,,,3.0,,,,,9727.350546875,,,,1736082274.6383698,,
317,,,,,525445,,,,,4.0,,,,,9727.413640251,,,,1736082274.701451,,
318,,,,,527295,,,,,2.0,,,,,9731.077855104,,,,1736082278.365665,,
319,,,,,529009,,,,,2.0,,,,,9734.528508472,,,,1736082281.8163326,,
320,,,,,529846,,,,,2.0,,,,,9736.272415263,,,,1736082283.5602164,,
321,,,,,534943,,,,,2.0,,,,,9746.546980056,,,,1736082293.834791,,
322,,,,,535086,,,,,2.0,,,,,9746.821667971,,,,1736082294.1094904,,
323,,,,,535143,,,,,4.0,,,,,9746.921249496,,,,1736082294.2090428,,
324,,,,,535597,,,,,3.0,,,,,9747.902289307,,,,1736082295.1901019,,
325,0.03654970760233918,27.0,0.9634502923976608,,537264,,729.0,,,,1350.0,50.0,36936.0,,9751.184315097,,35586.0,,1736082298.472116,,
326,,,,,537327,,,,,3.0,,,,,9751.302709976,,,,1736082298.590521,,
327,,,,,539015,,,,,3.0,,,,,9754.800040667,,,,1736082302.0878503,,
328,,,,,540189,,,,,3.0,,,,,9757.199077352,,,,1736082304.4868886,,
329,,,,,540198,,,,,3.0,,,,,9757.216570746,,,,1736082304.5043805,,
330,,,,,541256,,,,,3.0,,,,,9759.225605054,,,,1736082306.5134184,,
331,,,,,542306,,,,,2.0,,,,,9761.392651267,,,,1736082308.6804621,,
332,,,,,542864,,,,,3.0,,,,,9762.460828468,,,,1736082309.7486393,,
333,,,,,542885,,,,,3.0,,,,,9762.500658113,,,,1736082309.7884684,,
334,,,,,544884,,,,,2.0,,,,,9766.785849115,,,,1736082313.9843037,,
335,,,,,544928,,,,,2.0,,,,,9766.827710676,,,,1736082314.1017144,,
336,,,,,546415,,,,,4.0,,,,,9769.943449594,,,,1736082317.2312496,,
337,,,,,546867,,,,,3.0,,,,,9770.911244489,,,,1736082318.1990676,,
338,,,,,547027,,,,,3.0,,,,,9771.22233249,,,,1736082318.5101435,,
339,,,,,547749,,,,,2.0,,,,,9772.726020406,,,,1736082320.0138357,,
340,,,,,549697,,,,,3.0,,,,,9776.69842788,,,,1736082323.9862437,,
341,,,,,550151,,,,,3.0,,,,,9777.674638553,,,,1736082324.962457,,
342,,,,,550952,,,,,2.0,,,,,9779.186040662,,,,1736082326.4738612,,
343,,,,,551580,,,,,3.0,,,,,9780.515747605,,,,1736082327.803561,,
344,,,,,554573,,,,,3.0,,,,,9786.75662403,,,,1736082334.0444493,,
345,,,,,555441,,,,,3.0,,,,,9788.610362876,,,,1736082335.898175,,
346,,,,,558069,,,,,2.0,,,,,9793.899670671,,,,1736082341.1874983,,
347,,,,,561785,,,,,4.0,,,,,9801.527365463,,,,1736082348.8151731,,
348,,,,,562949,,,,,3.0,,,,,9803.8807182,,,,1736082351.1685457,,
349,,,,,564608,,,,,5.0,,,,,9807.334672335,,,,1736082354.6224844,,
350,,,,,565033,,,,,,,,41229.0,,9808.126208887,,,,1736082355.41404,,
351,,,,,567848,,,,,2.0,,,,,9813.853180111,,,,1736082361.1410077,,
352,,,,,568587,,,,,3.0,,,,,9815.447967048,,,,1736082362.7357783,,
353,,,,,569720,,,,,2.0,,,,,9817.725347811,,,,1736082365.0131762,,
354,,,,,569744,,,,,3.0,,,,,9817.775170585,,,,1736082365.062987,,
355,,,,,570221,,,,,3.0,,,,,9818.730490206,,,,1736082366.0182853,,
356,,,,,574048,,,,,3.0,,,,,9826.506160566,,,,1736082373.7939732,,
357,,,,,574592,,,,,3.0,,,,,9827.628487844,,,,1736082374.9162874,,
358,,,,,578922,,,,,,,,33966.0,,9892.132029017,,,,1736082439.4198475,,
359,,,,,579742,,,,,,,,35289.0,,9933.539887181,,,,1736082480.8277092,,
360,0.031625553447185324,27.0,0.9683744465528147,,581801,,810.0,,,,1350.0,50.0,42687.0,,10036.636512831,,41337.0,,1736082583.924203,,
361,0.036390101892285295,27.0,0.9636098981077147,,581809,,702.0,,,,1350.0,50.0,37098.0,,10037.026650437,,35748.0,,1736082584.314373,,
362,,,,,584369,,,,,,,,42525.0,,10164.097454774,,,,1736082711.3852232,,
363,,,,,589244,,,,,,,,42606.0,,10411.011323182,,,,1736082958.2991266,,
364,,,,,590241,,,,,,,,41229.0,,10461.600671547,,,,1736083008.888463,,
365,,,,,591007,,,,,,,,42444.0,,10500.635081009,,,,1736083047.9228446,,
366,,,,,591341,,,,,,,,41256.0,,10517.452297851,,,,1736083064.7400932,,
367,0.03779289493575208,27.0,0.9622071050642479,,592118,,675.0,,,,1350.0,50.0,35721.0,,10556.554636563,,34371.0,,1736083103.8423314,,
368,,,,,592549,,,,,,,,32751.0,,10578.2882058,,,,1736083125.5759816,,
369,0.035236081747709654,27.0,0.9647639182522904,,595577,,729.0,,,,1350.0,50.0,38313.0,,10732.557645498,,36963.0,,1736083279.845345,,
370,0.05263157894736842,27.0,0.9473684210526315,,596233,,513.0,,,,1350.0,50.0,25650.0,,10765.454581158,,24300.0,,1736083312.7422628,,
371,0.03990422984836393,27.0,0.960095770151636,,597892,,621.0,,,,1350.0,50.0,33831.0,,10849.692748096,,32481.0,,1736083396.9804688,,
372,0.03164556962025317,27.0,0.9683544303797469,,600190,,810.0,,,,1350.0,50.0,42660.0,,10967.584719619,,41310.0,,1736083514.8724425,,
373,,,,,600469,,,,,,,,45333.0,,10981.481179806,,,,1736083528.7689738,,
374,,,,,604604,,,,,,,,48276.0,,11191.56905605,,,,1736083738.8568501,,
375,0.028868360277136258,27.0,0.9711316397228638,,609829,,891.0,,,,1350.0,50.0,46764.0,,11457.07767837,,45414.0,,1736084004.3653958,,
376,,,,,610056,,,,,,,,42336.0,,11468.508978056,,,,1736084015.7967908,,
377,,,,,613797,,,,,,,,41148.0,,11657.990904212,,,,1736084205.2786934,,
378,0.030712530712530713,27.0,0.9692874692874693,,615234,,837.0,,,,1350.0,50.0,43956.0,,11730.117842137,,42606.0,,1736084277.4055295,,
379,0.03278688524590164,27.0,0.9672131147540983,,615538,,756.0,,,,1350.0,50.0,41175.0,,11745.246541598,,39825.0,,1736084292.5342305,,
380,0.03178639542275906,27.0,0.9682136045772409,,616333,,810.0,,,,1350.0,50.0,42471.0,,11785.564243077,,41121.0,,1736084332.851932,,
381,,,,,618846,,,,,,,,48249.0,,11912.392946101,,,,1736084459.6807573,,
382,,,,,620237,,,,,,,,35235.0,,11983.182984459,,,,1736084530.4707532,,
383,0.03186743148502231,27.0,0.9681325685149776,,621076,,810.0,,,,1350.0,50.0,42363.0,,12026.589641548,,41013.0,,1736084573.8773856,,
384,0.035285815102328866,27.0,0.9647141848976711,,621314,,729.0,,,,1350.0,50.0,38259.0,,12039.080641914,,36909.0,,1736084586.3683581,,
385,0.027979854504756575,27.0,0.9720201454952434,,622866,,945.0,,,,1350.0,50.0,48249.0,,12118.037296368,,46899.0,,1736084665.3249793,,
386,,,,,623096,,,,,,,,48249.0,,12129.687572121,,,,1736084676.9753082,,
387,0.036603221083455345,27.0,0.9633967789165446,,623351,,702.0,,,,1350.0,50.0,36882.0,,12142.719517852,,35532.0,,1736084690.0072484,,
388,0.04325259515570934,27.0,0.9567474048442907,,628126,,567.0,,,,1350.0,50.0,31212.0,,12386.755501941,,29862.0,,1736084934.043204,,
389,0.03687315634218289,27.0,0.9631268436578171,,628318,,702.0,,,,1350.0,50.0,36612.0,,12396.503970873,,35262.0,,1736084943.7916808,,
390,0.05040322580645161,27.0,0.9495967741935484,,630456,,513.0,,,,1350.0,50.0,26784.0,,12507.089835273,,25434.0,,1736085054.3775022,,
391,0.031826861871419476,27.0,0.9681731381285805,,631893,,837.0,,,,1350.0,50.0,42417.0,,12582.813292515,,41067.0,,1736085130.100996,,
392,0.033112582781456956,27.0,0.9668874172185431,,632783,,783.0,,,,1350.0,50.0,40770.0,,12630.444377628,,39420.0,,1736085177.7320735,,
393,,,,,638410,,,,,,,,46791.0,,12920.162824298,,,,1736085467.4505777,,
394,,,,,639966,,,,,,,,45225.0,,13000.192728255,,,,1736085547.480536,,
395,0.0361794500723589,27.0,0.9638205499276411,,644180,,729.0,,,,1350.0,50.0,37314.0,,13216.379074675,,35964.0,,1736085763.6667764,,
396,,,,,647188,,,,,,,,39420.0,,13372.91003386,,,,1736085920.1978433,,
397,0.03828483920367534,27.0,0.9617151607963247,,647405,,648.0,,,,1350.0,50.0,35262.0,,13384.430505723,,33912.0,,1736085931.7181752,,
398,,,,,647408,,,,,,,,33993.0,,13384.531915151,,,,1736085931.819676,,
399,,,,,650407,,,,,,,,40851.0,,13538.930309253,,,,1736086086.2180967,,
400,,,,,651739,,,,,,,,45198.0,,13607.517929226,,,,1736086154.8057353,,
401,0.06613756613756613,27.0,0.9338624338624338,,652320,,324.0,,,,1350.0,50.0,20412.0,,13637.509613394,,19062.0,,1736086184.7973404,,
402,,,,,655994,,,,,,,,48168.0,,13825.596208229,,,,1736086372.8839703,,
403,,,,,656348,,,,,,,,38340.0,,13843.845377228,,,,1736086391.1331463,,
404,0.028026905829596414,27.0,0.9719730941704036,,656527,,918.0,,,,1350.0,50.0,48168.0,,13852.943201466,,46818.0,,1736086400.230882,,
405,0.03178639542275906,27.0,0.9682136045772409,,657240,,810.0,,,,1350.0,50.0,42471.0,,13889.46684829,,41121.0,,1736086436.754557,,
406,0.028901734104046242,27.0,0.9710982658959537,,659038,,918.0,,,,1350.0,50.0,46710.0,,13983.037694529,,45360.0,,1736086530.3253756,,
407,,,,,661176,,,,,,,,39717.0,,14093.998875504,,,,1736086641.2866542,,
408,,,,,664231,,,,,,,,38016.0,,14250.995582162,,,,1736086798.283331,,
409,,,,,669044,,,,,,,,42093.0,,14499.020747106,,,,1736087046.3085241,,
410,0.03692762186115214,27.0,0.9630723781388478,,670701,,702.0,,,,1350.0,50.0,36558.0,,14584.678476579,,35208.0,,1736087131.966161,,
411,,,,,673085,,,,,,,,43659.0,,14707.956680166,,,,1736087255.2444756,,
412,,,,,676418,,,,,,,,36828.0,,14881.662863347,,,,1736087428.9506621,,
413,0.03676470588235294,27.0,0.9632352941176471,,676667,,675.0,,,,1350.0,50.0,36720.0,,14894.713925218,,35370.0,,1736087442.0016425,,
414,0.042265426880811495,27.0,0.9577345731191885,,680468,,621.0,,,,1350.0,50.0,31941.0,,15092.548010263,,30591.0,,1736087639.8357253,,
415,0.04405286343612335,27.0,0.9559471365638766,,680862,,594.0,,,,1350.0,50.0,30645.0,,15113.258754321,,29295.0,,1736087660.5464542,,
416,0.03563791874554526,27.0,0.9643620812544548,,689552,,702.0,,,,1350.0,50.0,37881.0,,15568.973075439,,36531.0,,1736088116.260806,,
417,,,,,690522,,,,,,,,39285.0,,15619.366788698,,,,1736088166.6546094,,
418,0.03518648838845883,27.0,0.9648135116115412,,691821,,756.0,,,,1350.0,50.0,38367.0,,15686.151706437,,37017.0,,1736088233.4394424,,
419,,,,,693991,,,,,,,,45090.0,,15797.808480528,,,,1736088345.0962436,,
420,0.04995004995004995,27.0,0.9500499500499501,,695272,,513.0,,,,1350.0,50.0,27027.0,,15864.455452065,,25677.0,,1736088411.74316,,
421,0.03543586109142452,27.0,0.9645641389085755,,700619,,729.0,,,,1350.0,50.0,38097.0,,16139.919275316,,36747.0,,1736088687.2069547,,
422,,,,,700834,,,,,,,,45144.0,,16150.974153355,,,,1736088698.2619417,,
423,,,,,702313,,,,,,,,40932.0,,16228.262702146,,,,1736088775.550485,,
424,0.03443526170798898,27.0,0.9655647382920111,,702876,,756.0,,,,1350.0,50.0,39204.0,,16257.730050965,,37854.0,,1736088805.0177124,,
425,0.02981514609421586,27.0,0.9701848539057841,,706517,,864.0,,,,1350.0,50.0,45279.0,,16450.007708589,,43929.0,,1736088997.2954476,,
426,,,,,707670,,,,,,,,39420.0,,16509.927032081,,,,1736089057.2148223,,
427,,,,,710517,,,,,,,,43470.0,,16660.267646536,,,,1736089207.5552387,,
428,,,,,710731,,,,,,,,30429.0,,16671.95497739,,,,1736089219.2427378,,
429,0.033444816053511704,27.0,0.9665551839464883,,714937,,756.0,,,,1350.0,50.0,40365.0,,16893.19935622,,39015.0,,1736089440.4870412,,
430,,,,,716575,,,,,,,,33291.0,,16978.888590009,,,,1736089526.1763833,,
431,0.02895193977996526,27.0,0.9710480602200348,,717042,,891.0,,,,1350.0,50.0,46629.0,,17003.469956614,,45279.0,,1736089550.7576663,,
432,0.03551136363636364,27.0,0.9644886363636364,,718460,,729.0,,,,1350.0,50.0,38016.0,,17078.976676999,,36666.0,,1736089626.2643461,,
433,0.05213764337851929,27.0,0.9478623566214807,,718518,,459.0,,,,1350.0,50.0,25893.0,,17082.180592811,,24543.0,,1736089629.4682822,,
434,,,,,719245,,,,,,,,40986.0,,17120.928466323,,,,1736089668.2162712,,
435,0.03636363636363636,27.0,0.9636363636363636,,721921,,702.0,,,,1350.0,50.0,37125.0,,17265.247103838,,35775.0,,1736089812.5348241,,
436,,,,,722496,,,,,,,,28269.0,,17295.528073757,,,,1736089842.8158925,,
437,,,,,729254,,,,,,,,36369.0,,17654.184126422,,,,1736090201.471914,,
438,0.08532423208191127,27.0,0.9146757679180887,,735726,,243.0,,,,1350.0,50.0,15822.0,,18004.869238287,,14472.0,,1736090552.1569467,,
439,,,,,735763,,,,,,,,25542.0,,18006.852851422,,,,1736090554.1406684,,
440,,,,,735962,,,,,,,,43632.0,,18017.560476935,,,,1736090564.8482866,,
441,0.058823529411764705,27.0,0.9411764705882353,,737341,,432.0,,,,1350.0,50.0,22950.0,,18090.100313619,,21600.0,,1736090637.3880308,,
442,,,,,737476,,,,,,,,39015.0,,18097.111191506,,,,1736090644.3989868,,
443,,,,,738786,,,,,,,,33723.0,,18166.411462882,,,,1736090713.6992552,,
444,0.03849114703618168,27.0,0.9615088529638183,,739307,,675.0,,,,1350.0,50.0,35073.0,,18194.874038731,,33723.0,,1736090742.161761,,
445,0.031113876789047916,27.0,0.9688861232109521,,739371,,837.0,,,,1350.0,50.0,43389.0,,18198.306802779,,42039.0,,1736090745.5945313,,
446,0.037009622501850484,27.0,0.9629903774981495,,743414,,675.0,,,,1350.0,50.0,36477.0,,18415.858532442,,35127.0,,1736090963.1462216,,
447,0.04355400696864112,27.0,0.9564459930313589,,744563,,594.0,,,,1350.0,50.0,30996.0,,18478.819949255,,29646.0,,1736091026.1076872,,
448,0.04780114722753346,27.0,0.9521988527724665,,744825,,513.0,,,,1350.0,50.0,28242.0,,18492.505093318,,26892.0,,1736091039.7928097,,
449,,,,,745944,,,,,,,,33210.0,,18552.741256606,,,,1736091100.0290413,,
450,,,,,751578,,,,,,,,48114.0,,18856.908796595,,,,1736091404.1965854,,
451,,,,,752916,,,,,,,,36720.0,,18929.245040672,,,,1736091476.5328314,,
452,0.029940119760479042,27.0,0.9700598802395209,,753531,,864.0,,,,1350.0,50.0,45090.0,,18961.933960306,,43740.0,,1736091509.221684,,
453,0.037091988130563795,27.0,0.9629080118694362,,754964,,648.0,,,,1350.0,50.0,36396.0,,19037.965339083,,35046.0,,1736091585.2530684,,
454,,,,,757911,,,,,,,,36126.0,,19193.743902135,,,,1736091741.031715,,
455,0.058343057176196034,27.0,0.941656942823804,,759661,,459.0,,,,1350.0,50.0,23139.0,,19286.37247629,,21789.0,,1736091833.6601439,,
456,0.03109452736318408,27.0,0.9689054726368159,,761699,,810.0,,,,1350.0,50.0,43416.0,,19394.473911984,,42066.0,,1736091941.7616475,,
457,,,,,763226,,,,2.0,,,,,,19423.804108526,,,,1736091971.0919235,,
458,,,,,763384,,,,2.0,,,,,,19424.086130908,,,,1736091971.3739436,,
459,,,,,767412,,,,4.0,,,,,,19432.758965183,,,,1736091980.0467792,,
460,,,,,769713,,,,3.0,,,,,,19437.66864337,,,,1736091984.9564624,,
461,,,,,770115,,,,3.0,,,,,,19438.564680548,,,,1736091985.8524897,,
462,,,,,771310,,,,4.0,,,,,,19441.013889206,,,,1736091988.3017147,,
463,,,,,774851,,,,,,,,43524.0,,19448.791977805,,,,1736091996.0797968,,
464,,,,,774903,,,,,,,,42147.0,,19448.897247348,,,,1736091996.1850774,,
465,,,,,776228,,,,3.0,,,,,,19451.715791407,,,,1736091999.0036037,,
466,,,,,777322,,,,3.0,,,,,,19454.156809503,,,,1736092001.444638,,
467,,,,,778287,,,,2.0,,,,,,19456.125306029,,,,1736092003.413122,,
468,,,,,778317,,,,3.0,,,,,,19456.192417688,,,,1736092003.4802246,,
469,,,,,779168,,,,1.0,,,,,,19458.174966449,,,,1736092005.4627764,,
470,,,,,782723,,,,2.0,,,,,,19465.965060923,,,,1736092013.252873,,
471,,,,,783570,,,,3.0,,,,,,19467.824021273,,,,1736092015.1118379,,
472,,,,,784735,,,,3.0,,,,,,19470.373379546,,,,1736092017.6611905,,
473,,,,,786089,,,,2.0,,,,,,19473.227141416,,,,1736092020.514956,,
474,,,,,787127,,,,2.0,,,,,,19475.437027032,,,,1736092022.7248409,,
475,,,,,790557,,,,2.0,,,,,,19482.669501064,,,,1736092029.9573138,,
476,,,,,791359,,,,2.0,,,,,,19484.397657917,,,,1736092031.6854734,,
477,,,,,791531,,,,2.0,,,,,,19484.712198614,,,,1736092032.0000088,,
478,,,,,796366,,,,3.0,,,,,,19494.877050961,,,,1736092042.164862,,
479,,,,,797969,,,,3.0,,,,,,19498.314646781,,,,1736092045.602459,,
480,,,,,801463,,,,3.0,,,,,,19505.818199395,,,,1736092053.1060123,,
481,,,,,802300,,,,4.0,,,,,,19507.615238964,,,,1736092054.9030435,,
482,,,,,802993,,,,2.0,,,,,,19509.148946494,,,,1736092056.436759,,
483,,,,,803265,,,,3.0,,,,,,19509.645415767,,,,1736092056.933216,,
484,,,,,806996,,,,4.0,,,,,,19517.417366436,,,,1736092064.7051675,,
485,,,,,808923,,,,4.0,,,,,,19521.578841339,,,,1736092068.8666716,,
486,,,,,812432,,,,3.0,,,,,,19529.249698226,,,,1736092076.5375066,,
487,,,,,814964,,,,2.0,,,,,,19534.55219977,,,,1736092081.8400104,,
488,,,,,817709,,,,3.0,,,,,,19540.135131365,,,,1736092087.4229639,,
489,,,,,818410,,,,3.0,,,,,,19541.551600657,,,,1736092088.8394132,,
490,,,,,820020,,,,2.0,,,,,,19544.728211228,,,,1736092092.0160427,,
491,,,,,820065,,,,2.0,,,,,,19544.815051788,,,,1736092092.1028762,,
492,,,,,821543,,,,4.0,,,,,,19547.749309631,,,,1736092095.0371206,,
493,,,,,822084,,,,2.0,,,,,,19548.895481147,,,,1736092096.18328,,
494,,,,,822580,,,,2.0,,,,,,19549.792176892,,,,1736092097.080004,,
495,,,,,827323,,,,2.0,,,,,,19559.254957691,,,,1736092106.5427833,,
496,,,,,828622,,,,2.0,,,,,,19561.885455515,,,,1736092109.1732655,,
497,,,,,828745,,,,2.0,,,,,,19562.158972346,,,,1736092109.4467955,,
498,0.030229746070133012,27.0,0.969770253929867,,832118,,810.0,,,,1350.0,50.0,44658.0,,19582.633075081,,43308.0,,1736092129.9207764,,
499,,,,,832357,,,,,,,,46197.0,,19594.834369548,,,,1736092142.122166,,
