,depth_fre/game_iter_10,depth_fre/game_iter_100,resource/depth_ratio,resource/width,loss,Win_Rate/Evaluate,depth_fre/game_iter_20,_step,Win_Rate/self_play,resource/width_resource_usage,resource/depth,_runtime,entropy,resource/total_resource_usage,depth_fre/game_iter_31,resource/remain_resource,_timestamp,resource/remain_resource_ratio,resource/depth_resource_usage,depth_fre/game_iter_1,resource/width_ratio,depth_fre/game_iter_50
105,,,,,,,,990341.0,,,,1918.819251266,,,,,1736277696.4045656,,,3.0,,
106,,,,,,,,1007974.0,,,,1948.904661584,,,,,1736277726.489972,,,3.0,,
107,,,,,,,,1016371.0,,,,1965.181436301,,,,,1736277742.7667212,,,4.0,,
108,,,0.05411596609250804,1377.0,,,,1036136.0,,1102896.0,81.0,15418.910289761,,1165995.0,,405.0,1736291196.4955,0.00034722222222222224,63099.0,,0.9458831762716167,
109,3.0,,,,,,,1043808.0,,,,24049.789065847,,,,,1736299827.3743742,,,,,
110,2.0,,,,,,,1048294.0,,,,24057.242750379,,,,,1736299834.8280602,,,,,
111,4.0,,,,,,,1059312.0,,,,24075.066289289,,,,,1736299852.6515894,,,,,
112,3.0,,,,,,,1063457.0,,,,24081.859502204,,,,,1736299859.4448102,,,,,
113,3.0,,,,,,,1071971.0,,,,24095.610873884,,,,,1736299873.1961644,,,,,
114,3.0,,,,,,,1072571.0,,,,24096.614034189,,,,,1736299874.199351,,,,,
115,2.0,,,,,,,1081280.0,,,,24110.955620391,,,,,1736299888.5409226,,,,,
116,3.0,,,,,,,1094993.0,,,,24138.06299563,,,,,1736299915.648309,,,,,
117,3.0,,,,,,,1106954.0,,,,24160.109658373,,,,,1736299937.694953,,,,,
118,4.0,,,,,,,1126451.0,,,,24196.035564081,,,,,1736299973.6208687,,,,,
119,3.0,,,,,,,1129563.0,,,,24201.313680219,,,,,1736299978.8989713,,,,,
120,3.0,,,,,,,1129927.0,,,,24201.910023147,,,,,1736299979.495313,,,,,
121,3.0,,,,,,,1136523.0,,,,24213.748115386,,,,,1736299991.3333626,,,,,
122,3.0,,,,,,,1164381.0,,,,24268.131617623,,,,,1736300045.716925,,,,,
123,3.0,,,,,,,1166047.0,,,,24270.913774441,,,,,1736300048.499077,,,,,
124,1.0,,,,,,,1166097.0,,,,24270.995513554,,,,,1736300048.5808272,,,,,
125,3.0,,,,,,,1167508.0,,,,24273.359530689,,,,,1736300050.9448452,,,,,
126,3.0,,,,,,,1182940.0,,,,24306.084247547,,,,,1736300083.6695457,,,,,
127,4.0,,,,,,,1183383.0,,,,24306.815607979,,,,,1736300084.4009125,,,,,
128,4.0,,,,,,,1218909.0,,,,24371.913687397,,,,,1736300149.4989614,,,,,
129,4.0,,,,,,,1236261.0,,,,24402.79830903,,,,,1736300180.383599,,,,,
130,3.0,,,,,,,1259924.0,,,,24444.871305916,,,,,1736300222.456601,,,,,
131,3.0,,,,,,,1270120.0,,,,24464.01065612,,,,,1736300241.5959475,,,,,
132,2.0,,,,,,,1274333.0,,,,24470.780778915,,,,,1736300248.3660884,,,,,
133,3.0,,,,,,,1278911.0,,,,24478.454502954,,,,,1736300256.0398185,,,,,
134,3.0,,,,,,,1279540.0,,,,24479.501781833,,,,,1736300257.0870605,,,,,
135,4.0,,,,,,,1297814.0,,,,24512.560305126,,,,,1736300290.1455653,,,,,
136,3.0,,,,,,,1299009.0,,,,24516.467004002,,,,,1736300294.0522575,,,,,
137,4.0,,,,,,,1302383.0,,,,24522.929735766,,,,,1736300300.5150375,,,,,
138,4.0,,,,,,,1325356.0,,,,24563.420279258,,,,,1736300341.0055084,,,,,
139,2.0,,,,,,,1360709.0,,,,24669.788947614,,,,,1736300447.374259,,,,,
140,3.0,,,,,,,1367048.0,,,,24681.942923608,,,,,1736300459.5282347,,,,,
141,3.0,,,,,,,1380752.0,,,,24708.899724692,,,,,1736300486.4850085,,,,,
142,3.0,,,,,,,1388351.0,,,,24729.433034042,,,,,1736300507.0183418,,,,,
143,3.0,,,,,,,1398629.0,,,,24745.733174537,,,,,1736300523.318459,,,,,
144,3.0,,,,,,,1400413.0,,,,24749.653439567,,,,,1736300527.2387505,,,,,
145,3.0,,,,,,,1404146.0,,,,24756.762973343,,,,,1736300534.348283,,,,,
146,3.0,,,,,,,1416429.0,,,,24781.860778513,,,,,1736300559.2642274,,,,,
147,3.0,,,,,,,1443771.0,,,,24835.573466407,,,,,1736300613.1587782,,,,,
148,3.0,,,,,,,1460918.0,,,,24871.138580549,,,,,1736300648.7238936,,,,,
149,3.0,,,,,,,1489135.0,,,,24922.434405701,,,,,1736300700.019687,,,,,
150,3.0,,,,,,,1493389.0,,,,24931.636651296,,,,,1736300709.2219353,,,,,
151,3.0,,,,,,,1498611.0,,,,24942.599776536,,,,,1736300720.1850827,,,,,
152,3.0,,,,,,,1517022.0,,,,24973.556292622,,,,,1736300751.1415598,,,,,
153,3.0,,,,,,,1523288.0,,,,24987.976231292,,,,,1736300765.5615213,,,,,
154,3.0,,,,,,,1526577.0,,,,24994.847759035,,,,,1736300772.433066,,,,,
155,2.0,,,,,,,1534926.0,,,,25010.209244486,,,,,1736300787.7945516,,,,,
156,3.0,,,,,,,1558305.0,,,,25051.353813654,,,,,1736300828.939104,,,,,
157,3.0,,,,,,,1558902.0,,,,25052.594209535,,,,,1736300830.179492,,,,,
158,3.0,,,,,,,1591199.0,,,,25110.725854589,,,,,1736300888.3111591,,,,,
159,3.0,,,,,,,1617067.0,,,,25165.29236329,,,,,1736300942.8776634,,,,,
160,2.0,,,,,,,1631595.0,,,,25191.944883864,,,,,1736300969.5301883,,,,,
161,4.0,,,,,,,1639317.0,,,,25209.123325563,,,,,1736300986.7086375,,,,,
162,4.0,,,,,,,1644024.0,,,,25217.868829702,,,,,1736300995.4540431,,,,,
163,4.0,,,,,,,1650440.0,,,,25230.065909043,,,,,1736301007.6512053,,,,,
164,4.0,,,,,,,1664665.0,,,,25264.625892806,,,,,1736301042.2111487,,,,,
165,8.0,,,,,,,1667137.0,,,,25269.965113356,,,,,1736301047.5504184,,,,,
166,3.0,,,,,,,1671227.0,,,,25278.09723032,,,,,1736301055.6825333,,,,,
167,7.0,,,,,,,1671653.0,,,,25278.869559584,,,,,1736301056.4548535,,,,,
168,2.0,,,,,,,1675655.0,,,,25285.929198898,,,,,1736301063.5145075,,,,,
169,2.0,,,,,,,1678729.0,,,,25290.347502183,,,,,1736301067.9328105,,,,,
170,3.0,,,,,,,1689485.0,,,,25308.54846302,,,,,1736301086.1337595,,,,,
171,3.0,,,,,,,1717303.0,,,,25357.841448446,,,,,1736301135.426758,,,,,
172,3.0,,,,,,,1734514.0,,,,25389.628390468,,,,,1736301167.2136946,,,,,
173,3.0,,,,,,,1765152.0,,,,25442.734926212,,,,,1736301220.3202376,,,,,
174,3.0,,,,,,,1780718.0,,,,25474.199802955,,,,,1736301251.7851028,,,,,
175,3.0,,,,,,,1784010.0,,,,25479.827477552,,,,,1736301257.4127765,,,,,
176,3.0,,,,,,,1807064.0,,,,25521.957512004,,,,,1736301299.5428274,,,,,
177,3.0,,,,,,,1808839.0,,,,25524.922034392,,,,,1736301302.5073383,,,,,
178,2.0,,,,,,,1812661.0,,,,25531.088820604,,,,,1736301308.6741343,,,,,
179,4.0,,,,,,,1817483.0,,,,25538.976507981,,,,,1736301316.5618186,,,,,
180,2.0,,,,,,,1821231.0,,,,25545.157523376,,,,,1736301322.7428303,,,,,
181,3.0,,,,,,,1822758.0,,,,25547.663273229,,,,,1736301325.248582,,,,,
182,3.0,,,,,,,1826397.0,,,,25553.900223458,,,,,1736301331.485527,,,,,
183,3.0,,,,,,,1829206.0,,,,25558.322839125,,,,,1736301335.90815,,,,,
184,3.0,,,,,,,1843164.0,,,,25582.111515941,,,,,1736301359.6968143,,,,,
185,2.0,,,,,,,1848777.0,,,,25591.391290671,,,,,1736301368.976599,,,,,
186,5.0,,,,,,,1864506.0,,,,25628.34868902,,,,,1736301405.9339876,,,,,
187,3.0,,,,,,,1874080.0,,,,25646.750174914,,,,,1736301424.3354697,,,,,
188,4.0,,,,,,,1896896.0,,,,25686.517567291,,,,,1736301464.1028433,,,,,
189,2.0,,,,,,,1897936.0,,,,25690.07791007,,,,,1736301467.663166,,,,,
190,3.0,,,,,,,1922211.0,,,,25742.674419165,,,,,1736301520.2596567,,,,,
191,2.0,,,,,,,1928616.0,,,,25754.838698461,,,,,1736301532.424012,,,,,
192,2.0,,,,,,,1929129.0,,,,25755.474687597,,,,,1736301533.0599954,,,,,
193,2.0,,,,,,,1929363.0,,,,25755.764303031,,,,,1736301533.3496037,,,,,
194,,,0.038568417223537245,1944.0,,,,1949613.0,,1120635.0,81.0,41566.470178058,,1165590.0,,810.0,1736317344.0553808,0.0006944444444444445,44955.0,,0.9614307248425906,
195,,,0.03117603445446665,2511.0,,,,1956208.0,,1127682.0,81.0,49507.991060916,,1163970.0,,2430.0,1736325285.5762799,0.0020833333333333333,36288.0,,0.9688231064175997,
196,,,,,,,3.0,1958840.0,,,,50867.317775768,,,,,1736326644.9030795,,,,,
197,,,,,,,3.0,1963251.0,,,,50876.243488384,,,,,1736326653.8287718,,,,,
198,,,,,,,3.0,1980075.0,,,,50914.482565992,,,,,1736326692.0678797,,,,,
199,,,,,,,3.0,1982959.0,,,,50919.725982224,,,,,1736326697.3112705,,,,,
200,,,,,,,3.0,2023971.0,,,,50994.527412122,,,,,1736326772.112725,,,,,
201,,,,,,,2.0,2073195.0,,,,51083.846600653,,,,,1736326861.4319046,,,,,
202,,,,,,,3.0,2098134.0,,,,51129.617463822,,,,,1736326907.2027764,,,,,
203,,,,,,,3.0,2098586.0,,,,51130.386921264,,,,,1736326907.9722276,,,,,
204,,,,,,,3.0,2105162.0,,,,51148.167408388,,,,,1736326925.7527015,,,,,
205,,,,,,,2.0,2116582.0,,,,51191.312912834,,,,,1736326968.8981998,,,,,
206,,,,,,,3.0,2121690.0,,,,51209.891181057,,,,,1736326987.4764607,,,,,
207,,,,,,,3.0,2121947.0,,,,51210.844051256,,,,,1736326988.4293303,,,,,
208,,,,,,,4.0,2124840.0,,,,51221.531355744,,,,,1736326999.116642,,,,,
209,,,,,,,3.0,2132644.0,,,,51249.356989481,,,,,1736327026.942269,,,,,
210,,,,,,,2.0,2141099.0,,,,51279.571090404,,,,,1736327057.156364,,,,,
211,,,,,,,3.0,2145382.0,,,,51294.04815286,,,,,1736327071.6334205,,,,,
212,,,,,,,3.0,2149222.0,,,,51308.077279214,,,,,1736327085.662519,,,,,
213,,,,,,,3.0,2166062.0,,,,51358.934189632,,,,,1736327136.5194998,,,,,
214,,,,,,,2.0,2168872.0,,,,51365.159511779,,,,,1736327142.7448215,,,,,
215,,,,,,,5.0,2180818.0,,,,51388.360121849,,,,,1736327165.9454129,,,,,
216,,,,,,,3.0,2185498.0,,,,51397.390855557,,,,,1736327174.9761593,,,,,
217,,,,,,,3.0,2199930.0,,,,51422.784352732,,,,,1736327200.3696692,,,,,
218,,,,,,,2.0,2204109.0,,,,51431.722622295,,,,,1736327209.3079243,,,,,
219,,,,,,,3.0,2207244.0,,,,51437.405065453,,,,,1736327214.9903593,,,,,
220,,,,,,,5.0,2230459.0,,,,51481.268922548,,,,,1736327258.8542178,,,,,
221,,,,,,,3.0,2246914.0,,,,51512.51355405,,,,,1736327290.0988529,,,,,
222,,,,,,,4.0,2272066.0,,,,51562.154335469,,,,,1736327339.739618,,,,,
223,,,,,,,2.0,2281068.0,,,,51581.502741785,,,,,1736327359.088054,,,,,
224,,,,,,,3.0,2285948.0,,,,51591.354054649,,,,,1736327368.9393682,,,,,
225,,,,,,,3.0,2302348.0,,,,51621.386426425,,,,,1736327398.9717162,,,,,
226,,,,,,,4.0,2305805.0,,,,51627.583937631,,,,,1736327405.1692402,,,,,
227,,,,,,,3.0,2320857.0,,,,51654.091659956,,,,,1736327431.6769695,,,,,
228,,,,,,,3.0,2328578.0,,,,51671.375513802,,,,,1736327448.9608114,,,,,
229,,,,,,,2.0,2335091.0,,,,51682.525040996,,,,,1736327460.1103473,,,,,
230,,,,,,,3.0,2338853.0,,,,51689.786556224,,,,,1736327467.3718596,,,,,
231,,,,,,,3.0,2378510.0,,,,51765.108056341,,,,,1736327542.6933568,,,,,
232,,,,,,,2.0,2405640.0,,,,51818.356430832,,,,,1736327595.9417415,,,,,
233,,,,,,,2.0,2414067.0,,,,51834.990726973,,,,,1736327612.5760376,,,,,
234,,,,,,,6.0,2419781.0,,,,51846.15832547,,,,,1736327623.7436194,,,,,
235,,,,,,,3.0,2436723.0,,,,51882.522757487,,,,,1736327660.1080556,,,,,
236,,,,,,,3.0,2438257.0,,,,51884.623550404,,,,,1736327662.208856,,,,,
237,,,,,,,3.0,2442413.0,,,,51893.257332699,,,,,1736327670.8426375,,,,,
238,,,,,,,3.0,2443280.0,,,,51894.750542709,,,,,1736327672.3358529,,,,,
239,,,,,,,4.0,2443921.0,,,,51896.911999777,,,,,1736327674.4972882,,,,,
240,,,,,,,3.0,2446634.0,,,,51903.120536201,,,,,1736327680.7058454,,,,,
241,,,,,,,3.0,2480291.0,,,,51970.719169013,,,,,1736327748.30448,,,,,
242,,,,,,,3.0,2482980.0,,,,51976.265416547,,,,,1736327753.8506932,,,,,
243,,,,,,,4.0,2484009.0,,,,51977.990158324,,,,,1736327755.5754588,,,,,
244,,,,,,,4.0,2489274.0,,,,51988.832592678,,,,,1736327766.417875,,,,,
245,,,,,,,2.0,2491243.0,,,,51992.465780264,,,,,1736327770.0510948,,,,,
246,,,,,,,3.0,2526849.0,,,,52061.944422397,,,,,1736327839.5297108,,,,,
247,,,,,,,3.0,2533737.0,,,,52079.034049434,,,,,1736327856.6193242,,,,,
248,,,,,,,3.0,2549652.0,,,,52117.511862632,,,,,1736327895.0971658,,,,,
249,,,,,,,4.0,2557002.0,,,,52132.739894119,,,,,1736327910.3251736,,,,,
250,,,,,,,4.0,2563701.0,,,,52146.621836626,,,,,1736327924.2071354,,,,,
251,,,,,,,3.0,2568352.0,,,,52156.121731604,,,,,1736327933.7070348,,,,,
252,,,,,,,3.0,2584168.0,,,,52186.495686813,,,,,1736327964.080983,,,,,
253,,,,,,,2.0,2587690.0,,,,52193.504972984,,,,,1736327971.090253,,,,,
254,,,,,,,4.0,2595551.0,,,,52210.244629156,,,,,1736327987.8298872,,,,,
255,,,,,,,3.0,2600604.0,,,,52221.754146362,,,,,1736327999.3394272,,,,,
256,,,,,,,3.0,2605688.0,,,,52231.861918524,,,,,1736328009.4471807,,,,,
257,,,,,,,3.0,2608312.0,,,,52237.227204025,,,,,1736328014.8125103,,,,,
258,,,,,,,3.0,2622420.0,,,,52263.461659333,,,,,1736328040.8084545,,,,,
259,,,,,,,3.0,2668183.0,,,,52347.621141968,,,,,1736328125.206456,,,,,
260,,,,,,,4.0,2668307.0,,,,52347.835232062,,,,,1736328125.4205246,,,,,
261,,,,,,,3.0,2683240.0,,,,52374.717896524,,,,,1736328152.3032086,,,,,
262,,,,,,,3.0,2685633.0,,,,52378.692282345,,,,,1736328156.277581,,,,,
263,,,,,,,3.0,2688813.0,,,,52384.553223522,,,,,1736328162.1384993,,,,,
264,,,,,,,2.0,2691771.0,,,,52389.582540426,,,,,1736328167.1678467,,,,,
265,,,,,,,3.0,2693014.0,,,,52391.603647034,,,,,1736328169.188957,,,,,
266,,,,,,,3.0,2695600.0,,,,52396.897432874,,,,,1736328174.4827461,,,,,
267,,,,,,,4.0,2708408.0,,,,52419.132940419,,,,,1736328196.7182393,,,,,
268,,,,,,,2.0,2714891.0,,,,52434.441824192,,,,,1736328212.0271347,,,,,
269,,,,,,,3.0,2723708.0,,,,52452.087867881,,,,,1736328229.6731763,,,,,
270,,,,,,,3.0,2741819.0,,,,52485.551877862,,,,,1736328263.137189,,,,,
271,,,,,,,3.0,2758118.0,,,,52514.448433746,,,,,1736328292.0337465,,,,,
272,,,,,,,3.0,2761071.0,,,,52519.749870479,,,,,1736328297.3351626,,,,,
273,,,,,,,5.0,2763825.0,,,,52525.505393491,,,,,1736328303.0906973,,,,,
274,,,,,,,3.0,2800680.0,,,,52592.414692989,,,,,1736328369.9999897,,,,,
275,,,,,,,3.0,2817045.0,,,,52623.69703575,,,,,1736328401.282329,,,,,
276,,,,,,,2.0,2848110.0,,,,52713.505534542,,,,,1736328491.090827,,,,,
277,,,0.03325677238033557,2349.0,,,,2861649.0,,1125495.0,81.0,70142.737143299,,1164213.0,,2187.0,1736345920.3223693,0.001875,38718.0,,0.9667423686710519,
278,,,0.03455225065552032,2268.0,,,,2863511.0,,1124847.0,81.0,72263.370534689,,1165104.0,,1296.0,1736348040.9556987,0.0011111111111111111,40257.0,,0.9654468910527377,
279,,,,,,,,2895086.0,,,,79922.682399733,,,3.0,,1736355700.2676826,,,,,
280,,,,,,,,2911380.0,,,,79957.336772052,,,3.0,,1736355734.9220757,,,,,
281,,,,,,,,2917219.0,,,,79968.996346779,,,3.0,,1736355746.5816455,,,,,
282,,,,,,,,2919240.0,,,,79973.067521716,,,3.0,,1736355750.6528282,,,,,
283,,,,,,,,2923291.0,,,,79979.743846402,,,3.0,,1736355757.329156,,,,,
284,,,,,,,,2924923.0,,,,79982.596538546,,,3.0,,1736355760.181849,,,,,
285,,,,,,,,2937663.0,,,,80006.118037712,,,3.0,,1736355783.7033184,,,,,
286,,,,,,,,2988597.0,,,,80154.988965446,,,3.0,,1736355932.5742075,,,,,
287,,,,,,,,3011398.0,,,,80209.621836987,,,3.0,,1736355987.2071128,,,,,
288,,,,,,,,3015317.0,,,,80216.424273426,,,2.0,,1736355994.0095818,,,,,
289,,,,,,,,3017203.0,,,,80219.611023519,,,3.0,,1736355997.1963286,,,,,
290,,,,,,,,3024866.0,,,,80233.054689566,,,4.0,,1736356010.6399918,,,,,
291,,,,,,,,3025126.0,,,,80233.549099429,,,4.0,,1736356011.1344008,,,,,
292,,,,,,,,3051232.0,,,,80285.171507281,,,4.0,,1736356062.7568107,,,,,
293,,,,,,,,3058778.0,,,,80297.844361763,,,2.0,,1736356075.429674,,,,,
294,,,,,,,,3062190.0,,,,80303.664287157,,,2.0,,1736356081.249594,,,,,
