,Win_Rate/self_play,depth_fre/game_iter_50,resource/width,resource/width_ratio,_step,resource/total_resource_usage,_timestamp,entropy,depth_fre/game_iter_10,resource/remain_resource,resource/depth,depth_fre/game_iter_31,resource/remain_resource_ratio,resource/depth_resource_usage,Win_Rate/Evaluate,resource/depth_ratio,depth_fre/game_iter_1,depth_fre/game_iter_20,resource/width_resource_usage,depth_fre/game_iter_100,_runtime,loss
167,,,2511.0,0.969046714774022,107602,5265.0,1736277275.9515064,,,567.0,81.0,,0.09722222222222222,162.0,,0.030763387770603876,,,5103.0,,584.6962523460388,
168,,,2835.0,0.9718889269797737,107623,2916.0,1736277276.0935063,,,2916.0,81.0,,0.5,81.0,,0.027768255056564963,,,2835.0,,584.8382523059845,
169,,,2025.0,0.9620400558919422,108013,4293.0,1736277278.7995431,,,1539.0,81.0,,0.2638888888888889,162.0,,0.03772706101537028,,,4131.0,,587.5442891120911,
170,,,2673.0,0.9708407871198569,108222,5589.0,1736277280.2205427,,,243.0,81.0,,0.041666666666666664,162.0,,0.028980322003577818,,,5427.0,,588.9652886390686,
171,,,2430.0,0.968064263322884,108361,5103.0,1736277281.141205,,,729.0,81.0,,0.125,162.0,,0.031739811912225704,,,4941.0,,589.8859510421753,
172,,,1782.0,0.9569740786457415,108888,5670.0,1736277284.5961506,,,162.0,81.0,,0.027777777777777776,243.0,,0.04284958561100335,,,5427.0,,593.3408966064453,
173,,,2106.0,0.9634201077199281,110644,4455.0,1736277297.194903,,,1377.0,81.0,,0.2361111111111111,162.0,,0.036355475763016155,,,4293.0,,605.9396488666534,
174,,,2106.0,0.9634201077199281,111211,4455.0,1736277300.857538,,,1377.0,81.0,,0.2361111111111111,162.0,,0.036355475763016155,,,4293.0,,609.6022839546204,
175,,,2916.0,0.9726484322881921,112010,2997.0,1736277306.0378442,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,614.7825901508331,
176,,,1863.0,0.9589420654911839,112659,3969.0,1736277310.5324063,,,1863.0,81.0,,0.3194444444444444,162.0,,0.040806045340050376,,,3807.0,,619.277152299881,
177,,,1782.0,0.9569740786457415,114166,5670.0,1736277321.313369,,,162.0,81.0,,0.027777777777777776,243.0,,0.04284958561100335,,,5427.0,,630.0581150054932,
178,,,1296.0,0.9418604651162791,114300,5589.0,1736277322.5213706,,,243.0,81.0,,0.041666666666666664,324.0,,0.057960644007155636,,,5265.0,,631.2661166191101,
179,,,2430.0,0.968064263322884,114309,5103.0,1736277322.6083698,,,729.0,81.0,,0.125,162.0,,0.031739811912225704,,,4941.0,,631.3531157970428,
180,,,2106.0,0.9634201077199281,115888,4455.0,1736277333.6423001,,,1377.0,81.0,,0.2361111111111111,162.0,,0.036355475763016155,,,4293.0,,642.3870460987091,
181,,,1944.0,0.9605517909002904,116929,4131.0,1736277340.3834858,,,1701.0,81.0,,0.2916666666666667,162.0,,0.03920619554695063,,,3969.0,,649.1282317638397,
182,,,2025.0,0.9620400558919422,117433,4293.0,1736277344.0120993,,,1539.0,81.0,,0.2638888888888889,162.0,,0.03772706101537028,,,4131.0,,652.7568452358246,
183,,,1377.0,0.9452423698384201,117548,4455.0,1736277344.7610989,,,1377.0,81.0,,0.2361111111111111,243.0,,0.05453321364452424,,,4212.0,,653.5058448314667,
184,,,1458.0,0.9471632741446514,117816,4617.0,1736277346.7693696,,,1215.0,81.0,,0.20833333333333334,243.0,,0.05262018189692508,,,4374.0,,655.5141155719757,
185,,,2268.0,0.9658995815899581,118053,4779.0,1736277348.2260087,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,656.9707546234131,
186,,,1377.0,0.9452423698384201,118812,4455.0,1736277353.3082166,,,1377.0,81.0,,0.2361111111111111,243.0,,0.05453321364452424,,,4212.0,,662.0529625415802,
187,,,1863.0,0.9597630214761788,119662,4050.0,1736277359.285179,,,1782.0,81.0,,0.3055555555555556,162.0,,0.03999012589484078,,,3888.0,,668.0299248695374,
188,,,1620.0,0.9529411764705882,119970,5184.0,1736277361.6280513,,,648.0,81.0,,0.1111111111111111,243.0,,0.04686595949855352,,,4941.0,,670.3727972507477,
189,,,2025.0,0.9620400558919422,120272,4293.0,1736277363.873051,,,1539.0,81.0,,0.2638888888888889,162.0,,0.03772706101537028,,,4131.0,,672.6177968978882,
190,,,2349.0,0.9670174018615945,120531,4941.0,1736277365.7760499,,,891.0,81.0,,0.1527777777777778,162.0,,0.032780250910562525,,,4779.0,,674.5207958221436,
191,,,1620.0,0.9529411764705882,120753,5184.0,1736277367.2166789,,,648.0,81.0,,0.1111111111111111,243.0,,0.04686595949855352,,,4941.0,,675.9614248275757,
192,,,2268.0,0.9658995815899581,122512,4779.0,1736277379.8539755,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,688.5987215042114,
193,,,810.0,0.9164780909277926,124462,4860.0,1736277392.266219,,,972.0,81.0,,0.16666666666666666,405.0,,0.08331619008434478,,,4455.0,,701.0109648704529,
194,,,1053.0,0.929623213512343,124710,4617.0,1736277394.3279932,,,1215.0,81.0,,0.20833333333333334,324.0,,0.07016024252923343,,,4293.0,,703.0727391242981,
195,,,1620.0,0.9529411764705882,125075,5184.0,1736277396.6321373,,,648.0,81.0,,0.1111111111111111,243.0,,0.04686595949855352,,,4941.0,,705.3768832683563,
196,,,1863.0,0.9589420654911839,125848,3969.0,1736277403.430774,,,1863.0,81.0,,0.3194444444444444,162.0,,0.040806045340050376,,,3807.0,,712.1755199432373,
197,,,1944.0,0.9605517909002904,126613,4131.0,1736277408.4536755,,,1701.0,81.0,,0.2916666666666667,162.0,,0.03920619554695063,,,3969.0,,717.1984214782715,
198,,,2511.0,0.969046714774022,127722,5265.0,1736277416.3069353,,,567.0,81.0,,0.09722222222222222,162.0,,0.030763387770603876,,,5103.0,,725.0516812801361,
199,,,2268.0,0.9658995815899581,128087,4779.0,1736277418.7459345,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,727.4906804561615,
200,,,1620.0,0.9529411764705882,128095,5184.0,1736277418.7939355,,,648.0,81.0,,0.1111111111111111,243.0,,0.04686595949855352,,,4941.0,,727.5386815071106,
201,,,972.0,0.9240695717224612,130346,5346.0,1736277433.5995295,,,486.0,81.0,,0.08333333333333333,405.0,,0.07574340751823452,,,4941.0,,742.3442754745483,
202,,,2349.0,0.9670174018615945,130518,4941.0,1736277434.6875305,,,891.0,81.0,,0.1527777777777778,162.0,,0.032780250910562525,,,4779.0,,743.4322764873505,
203,,,1701.0,0.9550478997789241,130773,5427.0,1736277436.333179,,,405.0,81.0,,0.06944444444444445,243.0,,0.04476787030213707,,,5184.0,,745.0779249668121,
204,,,1782.0,0.9569740786457415,131166,5670.0,1736277439.5490634,,,162.0,81.0,,0.027777777777777776,243.0,,0.04284958561100335,,,5427.0,,748.2938094139099,
205,,,2592.0,0.9699705232129698,131838,5427.0,1736277444.2239547,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,752.9687006473541,
206,,,2916.0,0.9726484322881921,133473,2997.0,1736277456.7672544,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,765.5120003223419,
207,,,1215.0,0.9382833270034181,133569,5265.0,1736277457.375254,,,567.0,81.0,,0.09722222222222222,324.0,,0.06152677554120775,,,4941.0,,766.1199998855591,
208,,,1377.0,0.9462199691426052,133679,4536.0,1736277458.175024,,,1296.0,81.0,,0.2222222222222222,243.0,,0.05355962089486445,,,4293.0,,766.9197700023651,
209,,,2268.0,0.9658995815899581,134570,4779.0,1736277463.757965,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,772.502711057663,
210,,,1863.0,0.9589420654911839,135210,3969.0,1736277468.5250897,,,1863.0,81.0,,0.3194444444444444,162.0,,0.040806045340050376,,,3807.0,,777.2698357105255,
211,,,2592.0,0.9699705232129698,136024,5427.0,1736277474.1903613,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,782.9351072311401,
212,,,2106.0,0.9634201077199281,136928,4455.0,1736277480.8549135,,,1377.0,81.0,,0.2361111111111111,162.0,,0.036355475763016155,,,4293.0,,789.5996594429016,
213,,,1863.0,0.9589420654911839,139223,3969.0,1736277497.575702,,,1863.0,81.0,,0.3194444444444444,162.0,,0.040806045340050376,,,3807.0,,806.3204479217529,
214,,,1863.0,0.9589420654911839,139859,3969.0,1736277501.960468,,,1863.0,81.0,,0.3194444444444444,162.0,,0.040806045340050376,,,3807.0,,810.7052140235901,
215,,,2916.0,0.9726484322881921,140040,2997.0,1736277503.4014685,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,812.1462144851685,
216,,,2430.0,0.968064263322884,140608,5103.0,1736277508.1720777,,,729.0,81.0,,0.125,162.0,,0.031739811912225704,,,4941.0,,816.9168236255646,
217,,,810.0,0.9060752169720347,141322,5184.0,1736277513.773896,,,648.0,81.0,,0.1111111111111111,486.0,,0.09373191899710703,,,4698.0,,822.5186419487,
218,,,1134.0,0.934237150951032,142588,4941.0,1736277524.0003154,,,891.0,81.0,,0.1527777777777778,324.0,,0.06556050182112505,,,4617.0,,832.7450613975525,
219,,,2835.0,0.9718889269797737,142595,2916.0,1736277524.0803242,,,2916.0,81.0,,0.5,81.0,,0.027768255056564963,,,2835.0,,832.825070142746,
220,,,1782.0,0.9569740786457415,142657,5670.0,1736277524.5063157,,,162.0,81.0,,0.027777777777777776,243.0,,0.04284958561100335,,,5427.0,,833.2510616779327,
221,,,2592.0,0.9699705232129698,142770,5427.0,1736277525.3179467,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,834.0626926422119,
222,,,2268.0,0.9658995815899581,143983,4779.0,1736277533.186739,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,841.9314849376678,
223,,,2916.0,0.9726484322881921,144332,2997.0,1736277535.3593984,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,844.1041443347931,
224,,,1701.0,0.9550478997789241,145910,5427.0,1736277546.9920907,,,405.0,81.0,,0.06944444444444445,243.0,,0.04476787030213707,,,5184.0,,855.7368366718292,
225,,,1620.0,0.9529411764705882,146135,5184.0,1736277548.6407204,,,648.0,81.0,,0.1111111111111111,243.0,,0.04686595949855352,,,4941.0,,857.385466337204,
226,,,2511.0,0.969046714774022,147974,5265.0,1736277561.75342,,,567.0,81.0,,0.09722222222222222,162.0,,0.030763387770603876,,,5103.0,,870.4981660842896,
227,,,2835.0,0.9718889269797737,148641,2916.0,1736277567.006322,,,2916.0,81.0,,0.5,81.0,,0.027768255056564963,,,2835.0,,875.7510678768158,
228,,,729.0,0.8921382453475123,148986,5265.0,1736277569.8644302,,,567.0,81.0,,0.09722222222222222,567.0,,0.10767185719711356,,,4698.0,,878.609176158905,
229,,,2592.0,0.9699705232129698,149397,5427.0,1736277573.43062,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,882.1753659248352,
230,,,2187.0,0.9647033347769597,149488,4617.0,1736277574.0392768,,,1215.0,81.0,,0.20833333333333334,162.0,,0.035080121264616716,,,4455.0,,882.784022808075,
231,,,2187.0,0.9653117684613748,150783,4698.0,1736277583.3596003,,,1134.0,81.0,,0.19444444444444445,162.0,,0.03447542030219196,,,4536.0,,892.1043462753296,
232,,,1215.0,0.9382833270034181,151046,5265.0,1736277585.0498984,,,567.0,81.0,,0.09722222222222222,324.0,,0.06152677554120775,,,4941.0,,893.7946443557739,
233,,,1944.0,0.9605517909002904,151546,4131.0,1736277588.5639205,,,1701.0,81.0,,0.2916666666666667,162.0,,0.03920619554695063,,,3969.0,,897.3086664676666,
234,,,1620.0,0.9529411764705882,151831,5184.0,1736277590.4309192,,,648.0,81.0,,0.1111111111111111,243.0,,0.04686595949855352,,,4941.0,,899.175665140152,
235,,,1944.0,0.9613102302397342,152320,4212.0,1736277593.734553,,,1620.0,81.0,,0.2777777777777778,162.0,,0.03845240920958937,,,4050.0,,902.4792990684509,
236,,,1863.0,0.9589420654911839,152353,3969.0,1736277594.0965533,,,1863.0,81.0,,0.3194444444444444,162.0,,0.040806045340050376,,,3807.0,,902.8412992954254,
237,,,2268.0,0.9658995815899581,152595,4779.0,1736277596.273052,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,905.0177979469299,
238,,,2916.0,0.9726484322881921,152752,2997.0,1736277597.225701,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,905.970447063446,
239,,,2025.0,0.9620400558919422,152881,4293.0,1736277598.2723162,,,1539.0,81.0,,0.2638888888888889,162.0,,0.03772706101537028,,,4131.0,,907.0170621871948,
240,,,2592.0,0.9699705232129698,152991,5427.0,1736277599.4869363,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,908.2316823005676,
241,,,2511.0,0.969046714774022,153019,5265.0,1736277599.7069395,,,567.0,81.0,,0.09722222222222222,162.0,,0.030763387770603876,,,5103.0,,908.4516854286194,
242,,,2916.0,0.9726484322881921,153639,2997.0,1736277604.030635,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,912.7753810882568,
243,,,1539.0,0.9514234521202468,153960,5022.0,1736277605.9460773,,,810.0,81.0,,0.1388888888888889,243.0,,0.04837746366713119,,,4779.0,,914.6908233165741,
244,,,1053.0,0.929623213512343,154531,4617.0,1736277607.0373487,,,1215.0,81.0,,0.20833333333333334,324.0,,0.07016024252923343,,,4293.0,,915.7820947170258,
245,,2.0,,,154772,,1736277607.5259783,,,,,,,,,,,,,,916.2707242965698,
246,,2.0,,,155481,,1736277608.8872895,,,,,,,,,,,,,,917.6320354938507,
247,,1.0,,,157192,,1736277612.1665404,,,,,,,,,,,,,,920.9112863540649,
248,,2.0,,,158813,,1736277615.3688416,,,,,,,,,,,,,,924.1135876178741,
249,,2.0,,,159583,,1736277617.1191354,,,,,,,,,,,,,,925.8638813495636,
250,,,2916.0,0.9726484322881921,159660,2997.0,1736277617.2711356,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,926.0158815383911,
251,,,1458.0,0.9480740583102788,159886,4698.0,1736277617.705781,,,1134.0,81.0,,0.19444444444444445,243.0,,0.05171313045328793,,,4455.0,,926.4505269527435,
252,,,2268.0,0.9658995815899581,160349,4779.0,1736277618.5654585,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,927.3102045059204,
253,,1.0,,,160724,,1736277619.280111,,,,,,,,,,,,,,928.02485704422,
254,,,2106.0,0.9627428571428571,161327,4374.0,1736277620.557759,,,1458.0,81.0,,0.25,162.0,,0.03702857142857143,,,4212.0,,929.3025050163269,
255,,,2673.0,0.9708407871198569,161933,5589.0,1736277623.5423923,,,243.0,81.0,,0.041666666666666664,162.0,,0.028980322003577818,,,5427.0,,932.2871382236481,
256,,,2511.0,0.969046714774022,162074,5265.0,1736277624.5320134,,,567.0,81.0,,0.09722222222222222,162.0,,0.030763387770603876,,,5103.0,,933.2767593860626,
257,,,2916.0,0.9726484322881921,162166,2997.0,1736277625.167014,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,933.911759853363,
258,,,2835.0,0.9718889269797737,162715,2916.0,1736277628.8066757,,,2916.0,81.0,,0.5,81.0,,0.027768255056564963,,,2835.0,,937.5514216423035,
259,,,1458.0,0.9480740583102788,163554,4698.0,1736277634.0256574,,,1134.0,81.0,,0.19444444444444445,243.0,,0.05171313045328793,,,4455.0,,942.7704033851624,
260,,,1620.0,0.9529411764705882,165328,5184.0,1736277647.713937,,,648.0,81.0,,0.1111111111111111,243.0,,0.04686595949855352,,,4941.0,,956.458683013916,
261,,,2511.0,0.969046714774022,165888,5265.0,1736277652.320561,,,567.0,81.0,,0.09722222222222222,162.0,,0.030763387770603876,,,5103.0,,961.0653069019318,
262,,,405.0,0.86551215917465,166642,5427.0,1736277657.825273,,,405.0,81.0,,0.06944444444444445,729.0,,0.1343036109064112,,,4698.0,,966.5700190067291,
263,,,2349.0,0.9670174018615945,166816,4941.0,1736277659.0479016,,,891.0,81.0,,0.1527777777777778,162.0,,0.032780250910562525,,,4779.0,,967.792647600174,
264,,,1296.0,0.9410056271555636,167231,5508.0,1736277662.402805,,,324.0,81.0,,0.05555555555555555,324.0,,0.05881285169722272,,,5184.0,,971.1475510597229,
265,,,2187.0,0.9647033347769597,168435,4617.0,1736277670.9559977,,,1215.0,81.0,,0.20833333333333334,162.0,,0.035080121264616716,,,4455.0,,979.7007436752319,
266,,,810.0,0.9115992013069523,168726,5508.0,1736277673.5707746,,,324.0,81.0,,0.05555555555555555,486.0,,0.08821927754583408,,,5022.0,,982.3155205249786,
267,,,2268.0,0.9658995815899581,168798,4779.0,1736277674.0287745,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,982.7735204696655,
268,,,2268.0,0.9658995815899581,168908,4779.0,1736277675.2724092,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,984.0171551704407,
269,,,2835.0,0.9718889269797737,169351,2916.0,1736277678.3831375,,,2916.0,81.0,,0.5,81.0,,0.027768255056564963,,,2835.0,,987.1278834342957,
270,,,1701.0,0.9550478997789241,169871,5427.0,1736277682.6874242,,,405.0,81.0,,0.06944444444444445,243.0,,0.04476787030213707,,,5184.0,,991.4321701526642,
271,,,1053.0,0.9284076882384059,169951,5670.0,1736277683.2734256,,,162.0,81.0,,0.027777777777777776,405.0,,0.07141597601833892,,,5265.0,,992.0181715488434,
272,,,1377.0,0.9452423698384201,171545,4455.0,1736277695.6505232,,,1377.0,81.0,,0.2361111111111111,243.0,,0.05453321364452424,,,4212.0,,1004.3952691555023,
273,,,2025.0,0.9620400558919422,171738,4293.0,1736277696.8575232,,,1539.0,81.0,,0.2638888888888889,162.0,,0.03772706101537028,,,4131.0,,1005.6022691726685,
274,,,1782.0,0.9569740786457415,174381,5670.0,1736277716.1410573,,,162.0,81.0,,0.027777777777777776,243.0,,0.04284958561100335,,,5427.0,,1024.8858032226562,
275,,,2187.0,0.9647033347769597,174739,4617.0,1736277718.2539585,,,1215.0,81.0,,0.20833333333333334,162.0,,0.035080121264616716,,,4455.0,,1026.9987044334412,
276,,,1134.0,0.934237150951032,174811,4941.0,1736277718.664959,,,891.0,81.0,,0.1527777777777778,324.0,,0.06556050182112505,,,4617.0,,1027.4097049236298,
277,,,2916.0,0.9726484322881921,178796,2997.0,1736277747.2741773,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,1056.0189232826233,
278,,,2511.0,0.969046714774022,179663,5265.0,1736277752.9521186,,,567.0,81.0,,0.09722222222222222,162.0,,0.030763387770603876,,,5103.0,,1061.69686460495,
279,,,2025.0,0.9620400558919422,180287,4293.0,1736277757.3486142,,,1539.0,81.0,,0.2638888888888889,162.0,,0.03772706101537028,,,4131.0,,1066.0933601856232,
280,,,1296.0,0.9418604651162791,181031,5589.0,1736277762.0351577,,,243.0,81.0,,0.041666666666666664,324.0,,0.057960644007155636,,,5265.0,,1070.7799036502838,
281,,,1539.0,0.9506272764063133,181226,4941.0,1736277763.3758209,,,891.0,81.0,,0.1527777777777778,243.0,,0.04917037636584379,,,4698.0,,1072.1205668449402,
282,,,2592.0,0.9699705232129698,181438,5427.0,1736277765.150482,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,1073.8952279090881,
283,,,2268.0,0.9658995815899581,181938,4779.0,1736277768.5561357,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,1077.3008816242218,
284,,,1620.0,0.9529411764705882,182486,5184.0,1736277772.3309271,,,648.0,81.0,,0.1111111111111111,243.0,,0.04686595949855352,,,4941.0,,1081.0756731033325,
285,,,2268.0,0.9658995815899581,183077,4779.0,1736277776.1582038,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,1084.902949810028,
286,,,2268.0,0.9658995815899581,183581,4779.0,1736277779.540478,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,1088.2852239608765,
287,,,2268.0,0.9658995815899581,183663,4779.0,1736277780.0191038,,,1053.0,81.0,,0.18055555555555555,162.0,,0.033891213389121336,,,4617.0,,1088.76384973526,
288,,,2673.0,0.9708407871198569,184191,5589.0,1736277783.491041,,,243.0,81.0,,0.041666666666666664,162.0,,0.028980322003577818,,,5427.0,,1092.2357869148254,
289,,,1701.0,0.9550478997789241,184398,5427.0,1736277784.768041,,,405.0,81.0,,0.06944444444444445,243.0,,0.04476787030213707,,,5184.0,,1093.5127868652344,
290,,,2187.0,0.9647033347769597,184718,4617.0,1736277786.8147047,,,1215.0,81.0,,0.20833333333333334,162.0,,0.035080121264616716,,,4455.0,,1095.5594506263733,
291,,,2187.0,0.9647033347769597,185251,4617.0,1736277790.3556628,,,1215.0,81.0,,0.20833333333333334,162.0,,0.035080121264616716,,,4455.0,,1099.1004087924957,
292,,,2106.0,0.9634201077199281,186517,4455.0,1736277802.0443594,,,1377.0,81.0,,0.2361111111111111,162.0,,0.036355475763016155,,,4293.0,,1110.7891054153442,
293,,,1134.0,0.934237150951032,186970,4941.0,1736277805.3006454,,,891.0,81.0,,0.1527777777777778,324.0,,0.06556050182112505,,,4617.0,,1114.0453913211823,
294,,,1863.0,0.9589420654911839,188060,3969.0,1736277812.789998,,,1863.0,81.0,,0.3194444444444444,162.0,,0.040806045340050376,,,3807.0,,1121.5347440242767,
295,,,1458.0,0.9480740583102788,188229,4698.0,1736277813.9186225,,,1134.0,81.0,,0.19444444444444445,243.0,,0.05171313045328793,,,4455.0,,1122.6633684635162,
296,,,2592.0,0.9699705232129698,188933,5427.0,1736277818.994279,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,1127.7390248775482,
297,,,2673.0,0.9708407871198569,189189,5589.0,1736277820.579934,,,243.0,81.0,,0.041666666666666664,162.0,,0.028980322003577818,,,5427.0,,1129.324679851532,
298,,,2349.0,0.9670174018615945,189247,4941.0,1736277820.9999337,,,891.0,81.0,,0.1527777777777778,162.0,,0.032780250910562525,,,4779.0,,1129.7446796894073,
299,,,1539.0,0.9506272764063133,189585,4941.0,1736277823.174173,,,891.0,81.0,,0.1527777777777778,243.0,,0.04917037636584379,,,4698.0,,1131.9189190864563,
300,,,1782.0,0.9569740786457415,189756,5670.0,1736277824.4679792,,,162.0,81.0,,0.027777777777777776,243.0,,0.04284958561100335,,,5427.0,,1133.212725162506,
301,,,1215.0,0.9382833270034181,190378,5265.0,1736277828.590833,,,567.0,81.0,,0.09722222222222222,324.0,,0.06152677554120775,,,4941.0,,1137.335578918457,
302,,,2835.0,0.9718889269797737,190721,2916.0,1736277831.2488327,,,2916.0,81.0,,0.5,81.0,,0.027768255056564963,,,2835.0,,1139.993578672409,
303,,,2592.0,0.9699705232129698,191398,5427.0,1736277836.7211046,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,1145.4658505916595,
304,,,1782.0,0.9569740786457415,192582,5670.0,1736277845.6287663,,,162.0,81.0,,0.027777777777777776,243.0,,0.04284958561100335,,,5427.0,,1154.3735122680664,
305,,,2430.0,0.968064263322884,193308,5103.0,1736277850.8595572,,,729.0,81.0,,0.125,162.0,,0.031739811912225704,,,4941.0,,1159.6043031215668,
306,,,2025.0,0.9620400558919422,193807,4293.0,1736277854.2391777,,,1539.0,81.0,,0.2638888888888889,162.0,,0.03772706101537028,,,4131.0,,1162.9839236736298,
307,,,1134.0,0.934237150951032,194520,4941.0,1736277859.7481747,,,891.0,81.0,,0.1527777777777778,324.0,,0.06556050182112505,,,4617.0,,1168.4929206371307,
308,,,2187.0,0.9647033347769597,194626,4617.0,1736277860.727174,,,1215.0,81.0,,0.20833333333333334,162.0,,0.035080121264616716,,,4455.0,,1169.4719200134277,
309,,,972.0,0.9263024142312579,194789,5508.0,1736277861.8111749,,,324.0,81.0,,0.05555555555555555,405.0,,0.0735160646215284,,,5103.0,,1170.5559208393097,
310,,,1944.0,0.9605517909002904,195274,4131.0,1736277865.1006382,,,1701.0,81.0,,0.2916666666666667,162.0,,0.03920619554695063,,,3969.0,,1173.8453841209412,
311,,,1701.0,0.9550478997789241,196002,5427.0,1736277870.280784,,,405.0,81.0,,0.06944444444444445,243.0,,0.04476787030213707,,,5184.0,,1179.0255298614502,
312,,,2835.0,0.9718889269797737,196432,2916.0,1736277873.9032388,,,2916.0,81.0,,0.5,81.0,,0.027768255056564963,,,2835.0,,1182.6479847431183,
313,,,2592.0,0.9699705232129698,196482,5427.0,1736277874.236239,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,1182.9809849262238,
314,,,2835.0,0.9718889269797737,197983,2916.0,1736277884.6929176,,,2916.0,81.0,,0.5,81.0,,0.027768255056564963,,,2835.0,,1193.4376635551453,
315,,,1944.0,0.9605517909002904,198284,4131.0,1736277886.6551373,,,1701.0,81.0,,0.2916666666666667,162.0,,0.03920619554695063,,,3969.0,,1195.3998832702637,
316,,,1053.0,0.9284076882384059,198598,5670.0,1736277889.2267652,,,162.0,81.0,,0.027777777777777776,405.0,,0.07141597601833892,,,5265.0,,1197.9715111255646,
317,,,2673.0,0.9708407871198569,199211,5589.0,1736277894.178477,,,243.0,81.0,,0.041666666666666664,162.0,,0.028980322003577818,,,5427.0,,1202.9232230186462,
318,,,2349.0,0.9670174018615945,199357,4941.0,1736277895.2264757,,,891.0,81.0,,0.1527777777777778,162.0,,0.032780250910562525,,,4779.0,,1203.9712216854095,
319,,,1701.0,0.9550478997789241,199714,5427.0,1736277897.4874768,,,405.0,81.0,,0.06944444444444445,243.0,,0.04476787030213707,,,5184.0,,1206.2322227954865,
320,,,810.0,0.9204545454545454,199925,5103.0,1736277898.8300958,,,729.0,81.0,,0.125,405.0,,0.07934952978056427,,,4698.0,,1207.5748417377472,
321,,,2916.0,0.9726484322881921,201214,2997.0,1736277907.6750138,,,2835.0,81.0,,0.4861111111111111,81.0,,0.027018012008005337,,,2916.0,,1216.4197597503662,
322,,,2592.0,0.9699705232129698,201858,5427.0,1736277912.2151742,,,405.0,81.0,,0.06944444444444445,162.0,,0.02984524686809138,,,5265.0,,1220.959920167923,
323,,,1539.0,0.9498045669615306,203052,4860.0,1736277921.408522,,,972.0,81.0,,0.16666666666666666,243.0,,0.04998971405060687,,,4617.0,,1230.1532678604126,
324,,,2025.0,0.9620400558919422,206327,4293.0,1736277944.3185449,,,1539.0,81.0,,0.2638888888888889,162.0,,0.03772706101537028,,,4131.0,,1253.0632908344269,
325,,,2106.0,0.9634201077199281,206846,4455.0,1736277947.4533317,,,1377.0,81.0,,0.2361111111111111,162.0,,0.036355475763016155,,,4293.0,,1256.1980776786804,
326,,,2835.0,0.9718889269797737,208037,2916.0,1736277955.6073575,,,2916.0,81.0,,0.5,81.0,,0.027768255056564963,,,2835.0,,1264.352103471756,
327,,,2187.0,0.9653117684613748,208151,4698.0,1736277956.2823577,,,1134.0,81.0,,0.19444444444444445,162.0,,0.03447542030219196,,,4536.0,,1265.0271036624908,
328,,,972.0,0.9308363481591828,209025,4698.0,1736277962.4688683,,,1134.0,81.0,,0.19444444444444445,324.0,,0.06895084060438392,,,4374.0,,1271.2136142253876,
329,,,2268.0,0.9664678049783995,209170,4860.0,1736277963.657869,,,972.0,81.0,,0.16666666666666666,162.0,,0.033326476033737916,,,4698.0,,1272.402615070343,
